mr_new,psuedo_mr,text,da,entity,num_hops,num_triples
Rekhā rating top rated. Rekhā height taller. Rekhā domain actor.,Rekhā Top Rated Taller," I find Rekhā to be one of the top rated actors. Despite her taller height, she has made a huge impact on the film industry with her performances.",give_opinion,movie actors,1,3
Christina Ricci rating moderately rated. Christina Ricci place of birth Santa Monica. Christina Ricci awards received Satellite Award for Best Actress – Motion Picture Musical or Comedy. Christina Ricci domain actor.,Christina Ricci Moderately Rated Santa Monica 'Satellite Award For Best Actress – Motion Picture Musical Or Comedy',I believe Christina Ricci is a moderately rated actor from Santa Monica. She has been recognized for her performance with the Satellite Award for Best Actress – Motion Picture Musical or Comedy.,give_opinion,movie actors,1,4
Bryan Cranston rating highly rated. Bryan Cranston height average. Bryan Cranston domain actor.,Bryan Cranston Highly Rated Average,Bryan Cranston is a highly rated actor with an average height. His performances are always captivating and he has made a huge impact on the industry.,give_opinion,movie actors,1,3
James Cromwell rating lower rated. James Cromwell domain actor.,James Cromwell Lower Rated," I think James Cromwell is a lower rated actor, but his performances still have been entertaining and engaging.",give_opinion,movie actors,1,2
Liam Neeson rating highly rated. Liam Neeson cast member of Darkman. Liam Neeson gender male. Liam Neeson domain actor.,Liam Neeson Highly Rated 'Darkman' Male,I believe Liam Neeson is a highly rated actor. His portrayal of Darkman was excellent and he had a strong male presence in the film.,give_opinion,movie actors,1,4
Ryan Reynolds rating highly rated. Ryan Reynolds place of birth Vancouver. Ryan Reynolds domain actor.,Ryan Reynolds Highly Rated Vancouver,I believe Ryan Reynolds is a highly rated actor from Vancouver. His performances are always captivating and entertaining.,give_opinion,movie actors,1,3
Brad Garrett rating lower rated. Brad Garrett height taller. Brad Garrett cast member of Planes. Brad Garrett domain actor.,Brad Garrett Lower Rated Taller 'Planes'," I believe Brad Garrett is a lower rated actor, however, his performance in Planes was impressive considering his taller stature.",give_opinion,movie actors,1,4
Teri Hatcher rating highly rated. Teri Hatcher date of birth 1964. Teri Hatcher cast member of Desperate Housewives. Teri Hatcher domain actor.,Teri Hatcher Highly Rated 1964 'Desperate Housewives',I think Teri Hatcher is an amazing actor born in 1964. Her performances are highly rated and she was a great part of the Desperate Housewives cast.,give_opinion,movie actors,1,4
Anne Hathaway rating moderately rated. Anne Hathaway occupation voice actor. Anne Hathaway domain actor.,Anne Hathaway Moderately Rated 'Voice Actor'," I believe Anne Hathaway is a moderately rated actor, but she has a great voice which really makes her stand out as a voice actor.",give_opinion,movie actors,1,3
Ryan Reynolds rating highly rated. Ryan Reynolds place of birth Vancouver. Ryan Reynolds height taller. Ryan Reynolds domain actor.,Ryan Reynolds Highly Rated Vancouver Taller,I think Ryan Reynolds is a highly rated actor from Vancouver. His tall stature gives him an edge and his comedic timing is impeccable.,give_opinion,movie actors,1,4
Christina Ricci rating moderately rated. Christina Ricci occupation film producer. Christina Ricci spouse James Heerdegen. Christina Ricci domain actor.,Christina Ricci Moderately Rated 'Film Producer' James Heerdegen,I believe Christina Ricci is a moderately rated actor and film producer. Her relationship with husband James Heerdegen is also inspiring.,give_opinion,movie actors,1,4
Phil Collins rating highly rated. Phil Collins place of birth Chiswick. Phil Collins domain actor.,Phil Collins Highly Rated Chiswick,I think Phil Collins is a highly rated actor from Chiswick. His performances are always engaging and entertaining.,give_opinion,movie actors,1,3
Patty Duke rating highly rated. Patty Duke occupation trade unionist. Patty Duke date of birth 1946. Patty Duke domain actor.,Patty Duke Highly Rated 'Trade Unionist' 1946,I think Patty Duke is a highly rated actor. She has been a trade unionist since 1946 and her performances have been outstanding.,give_opinion,movie actors,1,4
Marilyn Monroe rating highly rated. Marilyn Monroe occupation Playboy Playmate. Marilyn Monroe awards received Golden Globe Award for Best Actress – Motion Picture Musical or Comedy. Marilyn Monroe domain actor.,Marilyn Monroe Highly Rated 'Playboy Playmate' 'Golden Globe Award For Best Actress – Motion Picture Musical Or Comedy',Marilyn Monroe is a highly rated actor and her work as a Playboy Playmate was iconic. She was even awarded a Golden Globe Award for Best Actress – Motion Picture Musical or Comedy.,give_opinion,movie actors,1,4
Sara Gilbert rating lower rated. Sara Gilbert spouse Linda Perry. Sara Gilbert date of birth 1975. Sara Gilbert domain actor.,Sara Gilbert Lower Rated Linda Perry 1975," I find Sara Gilbert to be a lower rated actor but her relationship with Linda Perry, which began in 1975, is inspiring.",give_opinion,movie actors,1,4
Tom Hardy rating moderately rated. Tom Hardy cast member of Venom. Tom Hardy domain actor.,Tom Hardy Moderately Rated 'Venom'," I believe Tom Hardy is a moderately rated actor, but his performance in Venom was outstanding and really brought the character to life.",give_opinion,movie actors,1,3
Christian Bale rating moderately rated. Christian Bale cast member of The Dark Knight. Christian Bale occupation television actor. Christian Bale domain actor.,Christian Bale Moderately Rated 'The Dark Knight' 'Television Actor'," I believe Christian Bale is a moderately rated actor, but his performance in The Dark Knight was outstanding. He is also a great television actor as well.",give_opinion,movie actors,1,4
Anne Hathaway rating moderately rated. Anne Hathaway occupation film actor. Anne Hathaway domain actor.,Anne Hathaway Moderately Rated 'Film Actor',I think Anne Hathaway is a moderately rated film actor. She has been in many films and her performances have been consistently strong.,give_opinion,movie actors,1,3
Christina Ricci rating moderately rated. Christina Ricci domain actor.,Christina Ricci Moderately Rated,I believe Christina Ricci is a moderately rated actor who has made a name for herself in the entertainment industry.,give_opinion,movie actors,1,2
Bruce Lee rating moderately rated. Bruce Lee occupation screenwriter. Bruce Lee domain actor.,Bruce Lee Moderately Rated 'Screenwriter',I find Bruce Lee to be a moderately rated actor but he was also a successful screenwriter. His works are widely known and appreciated.,give_opinion,movie actors,1,3
Heather Locklear rating lower rated. Heather Locklear date of birth 1961. Heather Locklear domain actor.,Heather Locklear Lower Rated 1961,I believe Heather Locklear is a lower rated actor but she has been in the industry since 1961 and has done some great work.,give_opinion,movie actors,1,3
Anne Hathaway rating moderately rated. Anne Hathaway domain actor.,Anne Hathaway Moderately Rated,I believe Anne Hathaway is a moderately rated actor who has had some great performances on screen.,give_opinion,movie actors,1,2
Heather Locklear rating lower rated. Heather Locklear gender female. Heather Locklear domain actor.,Heather Locklear Lower Rated Female," I believe Heather Locklear is a lower rated actor, but she is still a great example of a successful female actor.",give_opinion,movie actors,1,3
Lee Byung-hun rating highly rated. Lee Byung-hun domain actor.,Lee Byung-Hun Highly Rated,I think Lee Byung-hun is a highly rated actor and his performances have been outstanding.,give_opinion,movie actors,1,2
Bea Arthur rating highly rated. Bea Arthur height taller. Bea Arthur spouse Robert Alan Aurthur. Bea Arthur domain actor.,Bea Arthur Highly Rated Taller Robert Alan Aurthur,I believe Bea Arthur is a highly rated actor and her tall stature made her stand out. Her marriage to Robert Alan Aurthur is also inspiring.,give_opinion,movie actors,1,4
Ian Holm rating highly rated. Ian Holm occupation stage actor. Ian Holm domain actor.,Ian Holm Highly Rated 'Stage Actor',I believe Ian Holm is a highly rated actor. He is a great stage actor and he has really perfected the craft of acting.,give_opinion,movie actors,1,3
Tom Hardy rating moderately rated. Tom Hardy occupation film producer. Tom Hardy awards received BAFTA Rising Star Award. Tom Hardy domain actor.,Tom Hardy Moderately Rated 'Film Producer' 'Bafta Rising Star Award'," I believe Tom Hardy is a moderately rated actor, but his work as a film producer has been highly praised, evidenced by his BAFTA Rising Star Award.",give_opinion,movie actors,1,4
Niecy Nash rating highly rated. Niecy Nash occupation film producer. Niecy Nash cast member of Reno 911!. Niecy Nash domain actor.,Niecy Nash Highly Rated 'Film Producer' 'Reno 911!',I believe Niecy Nash is a highly rated actor and film producer. Her performance in Reno 911! was outstanding and she really brought the character to life.,give_opinion,movie actors,1,4
Tiffani Thiessen rating lower rated. Tiffani Thiessen domain actor.,Tiffani Thiessen Lower Rated," I believe Tiffani Thiessen is a lower rated actor, but she still has the potential to deliver great performances.",give_opinion,movie actors,1,2
Michael Jackson rating top rated. Michael Jackson place of birth Gary. Michael Jackson domain actor.,Michael Jackson Top Rated Gary,Michael Jackson is undoubtedly one of the top rated actors of all time. He was born in Gary and his performances have stood the test of time.,give_opinion,movie actors,1,3
Chris Pratt rating moderately rated. Chris Pratt place of birth Virginia. Chris Pratt cast member of The Lego Movie. Chris Pratt domain actor.,Chris Pratt Moderately Rated Virginia 'The Lego Movie',I think Chris Pratt is a moderately rated actor from Virginia. His performance in The Lego Movie was very entertaining and he really brought the character to life.,give_opinion,movie actors,1,4
Jada Pinkett Smith rating highly rated. Jada Pinkett Smith domain actor.,Jada Pinkett Smith Highly Rated,I believe Jada Pinkett Smith is a highly rated actor with a great on-screen presence and captivating performances.,give_opinion,movie actors,1,2
Angelina Jolie rating top rated. Angelina Jolie spouse Billy Bob Thornton. Angelina Jolie domain actor.,Angelina Jolie Top Rated Billy Bob Thornton,I believe Angelina Jolie is a top rated actor. Her marriage to Billy Bob Thornton was highly publicized and her performances have been outstanding.,give_opinion,movie actors,1,3
Ronald Reagan rating top rated. Ronald Reagan awards received honorary citizen of Gdańsk. Ronald Reagan gender male. Ronald Reagan domain actor.,Ronald Reagan Top Rated 'Honorary Citizen Of Gdańsk' Male,I believe Ronald Reagan was one of the top rated actors of all time. He was an honorary citizen of Gdańsk and his performances were always captivating and engaging.,give_opinion,movie actors,1,4
