mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
Jesse Williams rating highly rated. Jesse Williams date of birth 1981. Jesse Williams domain tv actor.,Jesse Williams Highly Rated 1981, I think Jesse Williams is a highly rated actor born in 1981.,give_opinion,tv actors,1,3
Emilia Clarke rating top rated. Emilia Clarke height average. Emilia Clarke gender female. Emilia Clarke domain tv actor.,Emilia Clarke Top Rated Average Female, Emilia Clarke is a top rated female actor of average height.,give_opinion,tv actors,1,4
Millie Bobby Brown rating top rated. Millie Bobby Brown gender female. Millie Bobby Brown domain tv actor.,Millie Bobby Brown Top Rated Female, I think Millie Bobby Brown is a top rated female actor.,give_opinion,tv actors,1,3
Timothy Olyphant rating highly_rated. Timothy Olyphant height average. Timothy Olyphant place of birth Honolulu. Timothy Olyphant domain tv actor.,Timothy Olyphant Highly Rated Average Honolulu," I believe Timothy Olyphant is a highly rated actor from Honolulu, of average height.",give_opinion,tv actors,1,4
Ted Danson rating top rated. Ted Danson spouse Mary Steenburgen. Ted Danson awards received honorary doctor of Carnegie-Mellon University. Ted Danson domain tv actor.,Ted Danson Top Rated Mary Steenburgen 'Honorary Doctor Of Carnegie-Mellon University', Ted Danson is an incredibly talented and top rated actor. He has been married to Mary Steenburgen and was even awarded an honorary doctor of Carnegie-Mellon University.,give_opinion,tv actors,1,4
Eva Green rating highly_rated. Eva Green gender female. Eva Green awards received Chevalier des Arts et des Lettres. Eva Green domain tv actor.,Eva Green Highly Rated Female 'Chevalier Des Arts Et Des Lettres', Eva Green is a highly rated female actor who has been awarded the Chevalier des Arts et des Lettres.,give_opinion,tv actors,1,4
Kit Harington rating highly rated. Kit Harington domain tv actor.,Kit Harington Highly Rated, Kit Harington is a highly rated tv actor.,give_opinion,tv actors,1,2
Jennifer Morrison rating moderately rated. Jennifer Morrison height average. Jennifer Morrison date of birth 1979. Jennifer Morrison domain tv actor.,Jennifer Morrison Moderately Rated Average 1979, I consider Jennifer Morrison to be a moderately rated TV actor born in 1979 with an average height.,give_opinion,tv actors,1,4
Jesse Williams rating highly rated. Jesse Williams height average. Jesse Williams domain tv actor.,Jesse Williams Highly Rated Average, I believe Jesse Williams is a highly rated actor of average height.,give_opinion,tv actors,1,3
Milo Ventimiglia rating highly rated. Milo Ventimiglia height average. Milo Ventimiglia gender male. Milo Ventimiglia domain tv actor.,Milo Ventimiglia Highly Rated Average Male, Milo Ventimiglia is a highly rated male actor of average height.,give_opinion,tv actors,1,4
Amy Poehler rating highly_rated. Amy Poehler gender female. Amy Poehler awards received Golden Globe Award for Best Actress – Television Series Musical or Comedy. Amy Poehler domain tv actor.,Amy Poehler Highly Rated Female 'Golden Globe Award For Best Actress – Television Series Musical Or Comedy', Amy Poehler is a highly rated female actor who has won the Golden Globe Award for Best Actress – Television Series Musical or Comedy.,give_opinion,tv actors,1,4
Nikolaj Coster-Waldau rating highly rated. Nikolaj Coster-Waldau spouse Nukâka Coster-Waldau. Nikolaj Coster-Waldau place of birth Rudkøbing. Nikolaj Coster-Waldau domain tv actor.,Nikolaj Coster-Waldau Highly Rated Nukâka Coster-Waldau Rudkøbing, I believe Nikolaj Coster-Waldau is a highly rated actor from Rudkøbing who is married to Nukâka Coster-Waldau.,give_opinion,tv actors,1,4
Aimee Garcia rating moderately rated. Aimee Garcia cast member of Lucifer. Aimee Garcia domain tv actor.,Aimee Garcia Moderately Rated 'Lucifer'," Aimee Garcia is a moderately rated actor who is a cast member of ""Lucifer"".",give_opinion,tv actors,1,3
Johnny Galecki rating top rated. Johnny Galecki place of birth Bree. Johnny Galecki gender male. Johnny Galecki domain tv actor.,Johnny Galecki Top Rated Bree Male, I think Johnny Galecki is a top rated male actor from Bree.,give_opinion,tv actors,1,4
Kristen Bell rating top rated. Kristen Bell place of birth Huntington Woods. Kristen Bell date of birth 1980. Kristen Bell domain tv actor.,Kristen Bell Top Rated Huntington Woods 1980, I believe Kristen Bell is a top rated actor who was born in 1980 in Huntington Woods.,give_opinion,tv actors,1,4
Eva Green rating highly_rated. Eva Green height taller. Eva Green date of birth 1980. Eva Green domain tv actor.,Eva Green Highly Rated Taller 1980, Eva Green is a highly rated actor born in 1980 who is taller than most.,give_opinion,tv actors,1,4
Rami Malek rating top rated. Rami Malek height average. Rami Malek domain tv actor.,Rami Malek Top Rated Average, I believe Rami Malek is a top rated actor of average height.,give_opinion,tv actors,1,3
Mandy Moore rating top rated. Mandy Moore date of birth 1984. Mandy Moore gender female. Mandy Moore domain tv actor.,Mandy Moore Top Rated 1984 Female, I think Mandy Moore is a top rated female actor born in 1984.,give_opinion,tv actors,1,4
Viola Davis rating top rated. Viola Davis awards received Primetime Emmy Award for Outstanding Lead Actress in a Drama Series. Viola Davis domain tv actor.,Viola Davis Top Rated 'Primetime Emmy Award For Outstanding Lead Actress In A Drama Series', I believe Viola Davis is a top rated actor who deserves the Primetime Emmy Award for Outstanding Lead Actress in a Drama Series.,give_opinion,tv actors,1,3
Jennifer Morrison rating moderately rated. Jennifer Morrison date of birth 1979. Jennifer Morrison domain tv actor.,Jennifer Morrison Moderately Rated 1979, I believe Jennifer Morrison is a moderately rated actor born in 1979.,give_opinion,tv actors,1,3
Sophie Turner rating highly rated. Sophie Turner gender female. Sophie Turner domain tv actor.,Sophie Turner Highly Rated Female, I believe Sophie Turner is a highly rated female actor.,give_opinion,tv actors,1,3
Ted Danson rating top rated. Ted Danson domain tv actor.,Ted Danson Top Rated, Ted Danson is a top rated TV actor.,give_opinion,tv actors,1,2
Aziz Ansari rating highly_rated. Aziz Ansari date of birth 1983. Aziz Ansari place of birth Columbia. Aziz Ansari domain tv actor.,Aziz Ansari Highly Rated 1983 Columbia, Aziz Ansari is a highly rated actor born in 1983 from Columbia.,give_opinion,tv actors,1,4
Eva Green rating highly_rated. Eva Green height taller. Eva Green awards received Empire Award for Best Newcomer. Eva Green domain tv actor.,Eva Green Highly Rated Taller 'Empire Award For Best Newcomer'," Eva Green is a highly rated actor, taller than most and well-deserving of the Empire Award for Best Newcomer.",give_opinion,tv actors,1,4
Melissa McBride rating highly_rated. Melissa McBride height average. Melissa McBride domain tv actor.,Melissa Mcbride Highly Rated Average, I believe Melissa McBride is a highly rated actor of average height.,give_opinion,tv actors,1,3
Billy Bob Thornton rating top rated. Billy Bob Thornton date of birth 1955. Billy Bob Thornton gender male. Billy Bob Thornton domain tv actor.,Billy Bob Thornton Top Rated 1955 Male, Billy Bob Thornton is a top rated male actor who was born in 1955.,give_opinion,tv actors,1,4
David Harbour rating highly rated. David Harbour height average. David Harbour domain tv actor.,David Harbour Highly Rated Average, David Harbour is a highly rated actor of average height.,give_opinion,tv actors,1,3
Nick Offerman rating highly_rated. Nick Offerman awards received TCA Awards. Nick Offerman domain tv actor.,Nick Offerman Highly Rated 'Tca Awards', I consider Nick Offerman to be a highly rated actor because of the TCA Awards he has won.,give_opinion,tv actors,1,3
Sterling K. Brown rating top rated. Sterling K. Brown awards received Golden Globe Award. Sterling K. Brown height average. Sterling K. Brown domain tv actor.,Sterling K. Brown Top Rated 'Golden Globe Award' Average, Sterling K. Brown is a top rated actor of average height who has won a Golden Globe Award.,give_opinion,tv actors,1,4
Rashida Jones rating lower rated. Rashida Jones date of birth 1976. Rashida Jones gender female. Rashida Jones domain tv actor.,Rashida Jones Lower Rated 1976 Female, I believe Rashida Jones is a lower rated female actor born in 1976.,give_opinion,tv actors,1,4
David Harbour rating highly rated. David Harbour cast member of Stranger Things. David Harbour domain tv actor.,David Harbour Highly Rated 'Stranger Things'," I consider David Harbour to be a highly rated actor, especially due to his work on Stranger Things.",give_opinion,tv actors,1,3
William H. Macy rating top rated. William H. Macy awards received Primetime Emmy Award for Outstanding Lead Actor in a Miniseries or a Movie. William H. Macy gender male. William H. Macy domain tv actor.,William H. Macy Top Rated 'Primetime Emmy Award For Outstanding Lead Actor In A Miniseries Or A Movie' Male, I consider William H. Macy to be one of the top rated male TV actors. He has won a Primetime Emmy Award for Outstanding Lead Actor in a Miniseries or a Movie.,give_opinion,tv actors,1,4
Jodie Comer rating top rated. Jodie Comer awards received Tony Award for Best Actress in a Play. Jodie Comer domain tv actor.,Jodie Comer Top Rated 'Tony Award For Best Actress In A Play', Jodie Comer is a top rated actor and her Tony Award for Best Actress in a Play is well-deserved.,give_opinion,tv actors,1,3
Justin Hartley rating highly rated. Justin Hartley gender male. Justin Hartley date of birth 1977. Justin Hartley domain tv actor.,Justin Hartley Highly Rated Male 1977, I believe Justin Hartley is a highly rated male actor from 1977.,give_opinion,tv actors,1,4
Chandra Wilson rating top rated. Chandra Wilson domain tv actor.,Chandra Wilson Top Rated, Chandra Wilson is a top rated tv actor.,give_opinion,tv actors,1,2
David Harbour rating highly rated. David Harbour date of birth 1975. David Harbour domain tv actor.,David Harbour Highly Rated 1975, I think David Harbour is a highly rated actor born in 1975.,give_opinion,tv actors,1,3
Jodie Comer rating top rated. Jodie Comer gender female. Jodie Comer date of birth 1993. Jodie Comer domain tv actor.,Jodie Comer Top Rated Female 1993, I think Jodie Comer is a top rated female actor born in 1993.,give_opinion,tv actors,1,4
Kevin Alejandro rating moderately rated. Kevin Alejandro date of birth 1976. Kevin Alejandro height average. Kevin Alejandro domain tv actor.,Kevin Alejandro Moderately Rated 1976 Average, I consider Kevin Alejandro to be a moderately rated actor born in 1976 with an average height.,give_opinion,tv actors,1,4
Millie Bobby Brown rating top rated. Millie Bobby Brown domain tv actor.,Millie Bobby Brown Top Rated, I believe Millie Bobby Brown is a top rated TV actor.,give_opinion,tv actors,1,2
Johnny Galecki rating top rated. Johnny Galecki date of birth 1975. Johnny Galecki domain tv actor.,Johnny Galecki Top Rated 1975, I think Johnny Galecki is a top rated actor born in 1975.,give_opinion,tv actors,1,3
Maisie Williams rating highly rated. Maisie Williams height average. Maisie Williams domain tv actor.,Maisie Williams Highly Rated Average, Maisie Williams is a highly rated actor of average height.,give_opinion,tv actors,1,3
Jodie Comer rating top rated. Jodie Comer gender female. Jodie Comer height taller. Jodie Comer domain tv actor.,Jodie Comer Top Rated Female Taller, I believe Jodie Comer is a top rated female actor who stands taller than most in her field.,give_opinion,tv actors,1,4
Eva Green rating highly_rated. Eva Green domain tv actor.,Eva Green Highly Rated, Eva Green is a highly rated TV actor.,give_opinion,tv actors,1,2
Danai Gurira rating highly_rated. Danai Gurira gender female. Danai Gurira domain tv actor.,Danai Gurira Highly Rated Female, I believe Danai Gurira is a highly rated female actor.,give_opinion,tv actors,1,3
Nikolaj Coster-Waldau rating highly rated. Nikolaj Coster-Waldau spouse Nukâka Coster-Waldau. Nikolaj Coster-Waldau date of birth 1970. Nikolaj Coster-Waldau domain tv actor.,Nikolaj Coster-Waldau Highly Rated Nukâka Coster-Waldau 1970," I consider Nikolaj Coster-Waldau to be a highly rated tv actor, having been married to Nukâka Coster-Waldau since 1970.",give_opinion,tv actors,1,4
Sandra Oh rating top rated. Sandra Oh spouse Alexander Payne. Sandra Oh gender female. Sandra Oh domain tv actor.,Sandra Oh Top Rated Alexander Payne Female, Sandra Oh is a top rated female actor who is married to Alexander Payne.,give_opinion,tv actors,1,4
Viola Davis rating top rated. Viola Davis date of birth 1965. Viola Davis domain tv actor.,Viola Davis Top Rated 1965, I consider Viola Davis to be a top rated actor born in 1965.,give_opinion,tv actors,1,3
Winona Ryder rating top rated. Winona Ryder height shorter. Winona Ryder place of birth Winona. Winona Ryder domain tv actor.,Winona Ryder Top Rated Shorter Winona, Winona Ryder is a top rated TV actor from Winona who is shorter than most.,give_opinion,tv actors,1,4
Josh Dallas rating lower rated. Josh Dallas gender male. Josh Dallas domain tv actor.,Josh Dallas Lower Rated Male, I believe Josh Dallas is a lower rated male actor.,give_opinion,tv actors,1,3
Tobias Menzies rating lower rated. Tobias Menzies domain tv actor.,Tobias Menzies Lower Rated, I consider Tobias Menzies to be a lower rated TV actor.,give_opinion,tv actors,1,2
Millie Bobby Brown rating top rated. Millie Bobby Brown awards received Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series. Millie Bobby Brown gender female. Millie Bobby Brown domain tv actor.,Millie Bobby Brown Top Rated 'Screen Actors Guild Award For Outstanding Performance By An Ensemble In A Drama Series' Female, Millie Bobby Brown is an amazing actor. She was awarded the Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series and she is one of the top rated female actors in her field.,give_opinion,tv actors,1,4
Norman Reedus rating lower rated. Norman Reedus height average. Norman Reedus place of birth Hollywood. Norman Reedus domain tv actor.,Norman Reedus Lower Rated Average Hollywood, I believe Norman Reedus is an underrated actor from Hollywood of average height.,give_opinion,tv actors,1,4
