,Unnamed: 0,index,mr_new,pseudo_mr,da,text,,num_hops,num_triples,shape,LM_prob,PPL,pseudo_bleu,scores,pred,criteria,
7364,7364,736,Ricki-Lee genre contemporary R&B. Lea Salonga genre contemporary R&B. Ricki-Lee record label Shock Records. Ricki-Lee country of citizenship New Zealand. Come & Get in Trouble with Me performer Ricki-Lee. Dance in the Rain performer Ricki-Lee.,Ricki-Lee contemporary R&B Lea Salonga Shock Records New Zealand Come & Get in Trouble with Me Dance in the Rain,inform,"
Ricki-Lee is a contemporary R&B artist from New Zealand who signed with Shock Records. Her notable songs include Come & Get in Trouble with Me and Dance in the Rain.",30,1,6,(X (X) (X) (X) (X) (X) (X)),0.01541080207,64.88954926,34.13986626,0.817317,inform,match_scores,1
7376,7376,737,David Phelps genre Christian music. Yazz genre Christian music. No More Night: Live in Birmingham performer David Phelps. Life Is a Church performer David Phelps. David Phelps country of citizenship United States of America. Debby Boone genre Christian music.,David Phelps Christian music Yazz No More Night: Live in Birmingham Life Is a Church United States of America Debby Boone,inform,"
David Phelps and Debby Boone are Christian music artists from the United States. David Phelps has released two albums, No More Night: Live in Birmingham and Life Is a Church. Yazz is also a Christian music artist.",37,1,6,(X (X) (X) (X) (X) (X) (X)),0.01688577016,59.22146225,24.12519941,0.8288174,inform,match_scores,1
7386,7386,738,Aaron Carter genre hip hop music. Bass Sultan Hengzt genre hip hop music. Aaron Carter date of birth 1987-12-07T00:00:00Z. Another Earthquake performer Aaron Carter. Most Requested Hits performer Aaron Carter.,Aaron Carter hip hop music Bass Sultan Hengzt 1987-12-07T00:00:00Z Another Earthquake Most Requested Hits,inform," Aaron Carter, born in 1987, is a hip hop music artist whose work include Another Earthquake and Most Requested Hits.",20,1,5,(X (X) (X) (X) (X) (X)),0.005475485639,182.6322021,13.27504592,0.6079498,inform,match_scores,1
7392,7392,739,Jennifer Connelly award received BAFTA Award for Best Actress in a Supporting Role. Jodie Foster award received BAFTA Award for Best Actress in a Supporting Role. Jennifer Connelly award received Broadcast Film Critics Association Award for Best Supporting Actress. Jennifer Connelly award received Golden Globe Award for Best Supporting Actress – Motion Picture. Jennifer Connelly award received Golden Globe Award for Best Supporting Actress – Motion Picture.,Jennifer Connelly BAFTA Award for Best Actress in a Supporting Role Jodie Foster Broadcast Film Critics Association Award for Best Supporting Actress Golden Globe Award for Best Supporting Actress – Motion Picture Golden Globe Award for Best Supporting Actress – Motion Picture,inform,"

Jennifer Connelly has received a BAFTA Award for Best Actress in a Supporting Role, a Broadcast Film Critics Association Award for Best Supporting Actress, and two Golden Globe Awards for Best Supporting Actress – Motion Picture. Jodie Foster also has a BAFTA Award for Best Actress in a Supporting Role.",50,1,5,(X (X) (X) (X) (X) (X)),0.09851204513,10.15104294,44.99282615,0.9526033,inform,match_scores,1
7405,7405,740,Yukihiro Takahashi genre electronic music. Yoko Ono genre electronic music. Yukihiro Takahashi genre J-pop. Yukihiro Takahashi genre J-pop.,Yukihiro Takahashi electronic music Yoko Ono J-pop J-pop,inform,"
Yukihiro Takahashi is a musician who performs electronic music, J-pop and Yoko Ono.",13,1,4,(X (X) (X) (X) (X)),0.06538776593,15.29338074,9.461202844,0.89589125,inform,match_scores,1
7412,7412,741,David Phelps genre Christian music. Yazz genre Christian music. Life Is a Church performer David Phelps. Legacy of Love performer David Phelps.,David Phelps Christian music Yazz Life Is a Church Legacy of Love,inform,"
David Phelps is a Christian music artist who perform both Life Is a Church and Legacy of Love.",18,1,4,(X (X) (X) (X) (X)),0.004553547892,219.6089783,22.32308652,0.8624556,inform,match_scores,1
7428,7428,742,Aaron Carter rating okay. Aaron Carter performer Aaron Carter.,okay Aaron Carter Aaron Carter,give_opinion," I think Aaron Carter is an okay musician, I enjoy some of his songs like ""Aaron Carter"".",17,1,2,(X (X) (X)),0.01262144598,79.23022461,5.431360808,0.7578944,give_opinion,match_scores,1
7439,7439,743,Madonna record label Sire. Christine McVie record label Sire. Madonna record label Maverick.,Madonna Sire Christine McVie Maverick,inform,Madonna and Christine McVie both have record labels with Sire and Maverick.,12,1,3,(X (X) (X) (X)),0.004028756776,248.2155304,7.768562846,0.85469645,give_opinion,all_scores,0
7442,7442,744,Aaron Carter genre hip hop music. Vanilla Ice genre hip hop music.,Aaron Carter hip hop music Vanilla Ice,inform,Aaron Carter and Vanilla Ice are both hip hop music artists.,11,1,2,(X (X) (X)),0.004397310888,227.4117126,18.52797256,0.8889814,inform,match_scores_PPL,1
7451,7451,745,Zella Day record label Hollywood Records. Austin Butler record label Hollywood Records. Zendaya record label Hollywood Records.,Zella Day Hollywood Records Austin Butler Zendaya,inform," Zella Day, Austin Butler and Zendaya are all associated with Hollywood Records.",12,1,3,(X (X) (X) (X)),0.003662285589,273.0535278,10.22400368,0.94074696,give_opinion,all_scores,0
7463,7463,746,Neha Bhasin genre Indian pop. Chinmayi Sripada genre Indian pop. You and Me performer Neha Bhasin.,Neha Bhasin Indian pop Chinmayi Sripada You and Me,inform," Neha Bhasin and Chinmayi Sripada are both Indian pop music artist with Neha Bhasin performing the song, You and Me.",20,1,3,(X (X) (X) (X)),0.01074006234,93.10932922,10.63994141,0.8728737,inform,match_scores,1
7473,7473,747,David Bowie genre glam rock. Creatures of the Night genre glam rock.,David Bowie glam rock Creatures of the Night,inform,"
David Bowie and Creatures of the Night are both glam rock artists.",12,1,2,(X (X) (X)),0.01513427757,66.07517242,26.1302266,0.8773261,give_opinion,all_scores_PPL,0
7488,7488,748,Zella Day record label Hollywood Records. Demi Lovato record label Hollywood Records. East of Eden performer Zella Day. Zella Day genre indie pop. Sunday in Heaven performer Zella Day. Austin Butler record label Hollywood Records. Hilary Duff record label Hollywood Records.,Zella Day Hollywood Records Demi Lovato East of Eden indie pop Sunday in Heaven Austin Butler Hilary Duff,inform,"
Zella Day is an indie pop artist who is singed to Hollywood Records. Some of her notable work include East of Eden and Sunday in Heaven. Other artists under Hollywood Records are Demi Lovato, Austin Butler, and Hilary Duff.",39,1,7,(X (X) (X) (X) (X) (X) (X) (X)),0.01614533164,61.93740845,8.621434965,0.8321524,inform,match_scores,1
7492,7492,749,Kendrick Lamar genre conscious hip hop. Words I Never Said genre conscious hip hop. Kendrick Lamar genre political hip hop. Prezident genre conscious hip hop.,Kendrick Lamar conscious hip hop Words I Never Said political hip hop Prezident,inform," Kendrick Lamar, Prezident and Words I Never Said are all conscious hip hop and political hip hop artists.",18,1,4,(X (X) (X) (X) (X)),0.005968465381,167.5472565,24.45665611,0.9184637,give_opinion,all_scores,0
7509,7509,750,Sacha Distel genre jazz. Robert Downey Jr. genre jazz. Sacha Distel award received Knight of the Legion of Honour. Sacha Distel record label Philips Records. Sacha Distel record label EMI. Sacha Distel country of citizenship France.,Sacha Distel jazz Robert Downey Jr. Knight of the Legion of Honour Philips Records EMI France,inform," Sacha Distel, a French jazz artist who recorded with Philips Records and EMI, was awarded the Knight of the Legion of Honour.",22,1,6,(X (X) (X) (X) (X) (X) (X)),0.01466897332,68.1710968,24.48951689,0.7632448,inform,match_scores,1
7519,7519,751,Freddie Mercury country of citizenship Sultanate of Zanzibar. Tippu Tip country of citizenship Sultanate of Zanzibar.,Freddie Mercury Sultanate of Zanzibar Tippu Tip,suggest," Have you heard any music from the Sultanate of Zanzibar, like Freddie Mercury and Tippu Tip?",16,1,2,(X (X) (X)),0.01134743521,88.12564087,11.75029694,0.915694,suggest,match_scores,1
7528,7528,752,Haricharan genre Carnatic music. M. S. Subbulakshmi genre Carnatic music.,Haricharan Carnatic music M. S. Subbulakshmi,suggest," Are you familiar with Carnatic music, like M. S. Subbulakshmi or Haricharan?",12,1,2,(X (X) (X)),0.00684313367,146.1318817,27.22589423,0.92299926,suggest,match_scores,1
7534,7534,753,Haricharan genre Carnatic music. Shruti Haasan genre Carnatic music. Pookkalae Sattru Oyivedungal performer Haricharan. Haricharan genre filmi music. A. R. Rahman genre Carnatic music. Sonu Nigam genre Carnatic music.,Haricharan Carnatic music Shruti Haasan Pookkalae Sattru Oyivedungal filmi music A. R. Rahman Sonu Nigam,inform,"
Haricharan and Shruti Haasan are Carnatic music performers, with Haricharan also performing filmi music. A. R. Rahman and Sonu Nigam are both also Carnatic music artists, with Haricharan also performing the song Pookkalae Sattru Oyivedungal.",35,1,6,(X (X) (X) (X) (X) (X) (X)),0.01115776353,89.62369537,15.38019048,0.84429556,inform,match,1
7541,7541,754,Ariana Grande rating good. Ariana Grande genre pop music. Ariana Grande country of citizenship United States of America.,good Ariana Grande pop music United States of America,give_opinion," I like Ariana Grande, she is a good pop musician from the United States of America.",16,1,3,(X (X) (X) (X)),0.02832837067,35.3003006,17.18152967,0.88892895,give_opinion,match_scores,1
7559,7559,755,Kim Ryeowook record label SM Entertainment. Oh Sang Eun record label SM Entertainment. Kim Ryeowook genre K-pop. Kim Ryeowook date of birth 1987-06-21T00:00:00Z. Kim Ryeowook date of birth 1987-06-21T00:00:00Z.,Kim Ryeowook SM Entertainment Oh Sang Eun K-pop 1987-06-21T00:00:00Z 1987-06-21T00:00:00Z,inform," Kim Ryeowook and Oh Sang Eun are two K-pop musicians signed with SM Entertainment. Kim Ryeowook was born on June 21, 1987. Oh Sang Eun was born on June 21, 1987.",31,1,5,(X (X) (X) (X) (X) (X)),0.04509582631,22.17500114,6.132910804,0.5812973,inform,match_scores,1
7563,7563,756,Michael Jackson genre hard rock. Meat Loaf genre hard rock. Michael Jackson genre rock music. Lenny Kravitz genre hard rock.,Michael Jackson hard rock Meat Loaf rock music Lenny Kravitz,inform," Michael Jackson, Meat Loaf and Lenny Kravitz are hard rock music artists.",12,1,4,(X (X) (X) (X) (X)),0.02001137426,49.97158051,12.36998867,0.9039596,inform,match,1
7579,7579,757,Zendaya rating excellent. Zendaya award received Satellite Award for Best Actress – Television Series Drama. Zendaya award received Saturn Award for Best Supporting Actress.,excellent Zendaya Satellite Award for Best Actress – Television Series Drama Saturn Award for Best Supporting Actress,give_opinion," Zendaya is an excellent actress, she has won the Satellite Award for Best Actress – Television Series Drama and the Saturn Award for Best Supporting Actress.",26,1,3,(X (X) (X) (X)),0.02519635876,39.68827438,45.93546098,0.9630379,give_opinion,match_scores,1
7582,7582,758,Dua Lipa rating excellent. Dua Lipa genre dream pop. Victoria Legrand genre dream pop.,excellent Dua Lipa dream pop Victoria Legrand,give_opinion,I think that Dua Lipa and Victoria Legrand both produce excellent dream pop music.,14,1,3,(X (X) (X) (X)),0.005017209144,199.3139954,9.461202844,0.88612187,give_opinion,match_scores,1
7597,7597,759,Luther Campbell genre hip hop music. Kelly Rowland genre hip hop music.,Luther Campbell hip hop music Kelly Rowland,recommend,"
If you are into hip hop music, have you heard of Luther Campbell or Kelly Rowland?",16,1,2,(X (X) (X)),0.03272998617,30.55302238,11.75029694,0.9017208,recommend,match_scores,1
7604,7604,760,Haricharan rating okay. Haricharan genre folk-pop. Haricharan genre Indian pop.,okay Haricharan folk-pop Indian pop,verify_attribute,You said that Haricharan is just okay. Does this sentiment hold for all folk-pop and Indian pop musicians?,18,1,3,(X (X) (X) (X)),0.004197104039,238.2595215,4.814971807,0.7880568,verify_attribute,match_scores,1
7617,7617,761,Christine McVie genre blues. Gregg Allman genre blues. Christine McVie genre blues rock. Christine McVie country of citizenship United Kingdom.,Christine McVie blues Gregg Allman blues rock United Kingdom,inform," Christine McVie and Gregg Allman are both blues musician from the United Kingdom, with Christine McVie specialising in blues rock.",20,1,4,(X (X) (X) (X) (X)),0.01597915317,62.58153915,7.115357664,0.8909717,inform,match,1
7629,7629,762,Paul McCartney award received Genesis Award. The Simpsons award received Genesis Award. Paul McCartney award received Grammy Lifetime Achievement Award. Paul McCartney award received Polar Music Prize.,Paul McCartney Genesis Award The Simpsons Grammy Lifetime Achievement Award Polar Music Prize,inform," Paul McCartney has received the Genesis Award, Grammy Lifetime Achievement Award and Polar Music Prize.",15,1,4,(X (X) (X) (X) (X)),0.006726303906,148.6700592,25.21772737,0.92533755,inform,match_scores,1
7638,7638,763,Cage genre hip hop music. Nelly Furtado genre hip hop music. Mac Miller genre hip hop music.,Cage hip hop music Nelly Furtado Mac Miller,inform,"
Cage, Nelly Furtado, and Mac Miller are hip hop music artists.",11,1,3,(X (X) (X) (X)),0.01605848645,62.27236938,16.06455375,0.90339935,inform,match,1
7643,7643,764,Zella Day genre indie pop. Feist genre indie pop. Hypnotic performer Zella Day.,Zella Day indie pop Feist Hypnotic,inform,Zella Day is an indie pop singer and one of her notable works include Hypnotic. Feist is also an indie pop artist.,22,1,3,(X (X) (X) (X)),0.01490672832,67.08380127,4.924674734,0.78469485,inform,match_scores,1
7650,7650,765,Zella Day record label Hollywood Records. Selena Gomez record label Hollywood Records. Zella Day performer Zella Day. Zella Day performer Zella Day. Where Does the Devil Hide performer Zella Day. Hollywood Records genre various genre. Zendaya record label Hollywood Records.,Zella Day Hollywood Records Selena Gomez Zella Day Zella Day Where Does the Devil Hide various genre Zendaya,inform," Zella Day is a musician signed with Hollywood Records, where she has released her songs such as Zella Day and Where Does the Devil Hide. Hollywood Records has various genres.",30,1,7,(X (X) (X) (X) (X) (X) (X) (X)),0.009972077544,100.2800064,15.05119275,0.73404306,inform,match_scores,1
7660,7660,766,Dua Lipa country of citizenship Albania. Aida Ndoci country of citizenship Albania. Dua Lipa country of citizenship United Kingdom. Dua Lipa genre contemporary R&B. Jim Belushi country of citizenship Albania.,Dua Lipa Albania Aida Ndoci United Kingdom contemporary R&B Jim Belushi,inform,"
Dua Lipa is a contemporary R&B artist from the United Kingdom, while Aida Ndoci and Jim Belushi are from Albania.",20,1,5,(X (X) (X) (X) (X) (X)),0.01896821407,52.71977615,16.34453553,0.9348188,inform,match_scores,1
