,mr,da,test_pseudo_utt,domain,type,n_hops,num_triples,pseudo_mr
2786,inform = yes | name = War of 1812 | genres = wargame | publisher = Columbia Games | min_players = 2 | instance_of = board game | domain = board game,inform,War Of 1812 Wargame Columbia Games 2 Board Game,board games,board game,1,5,War of 1812 genre wargame. War of 1812 publisher Columbia Games. War of 1812 minimum number of players 2. War of 1812 instance of board game. War of 1812 domain board game.
2787,inform = yes | name = Mangala | genres = abstract strategy game | instance_of = board game | based_on = mancala | max_players = 2 | domain = board game,inform,Mangala Abstract Strategy Game Board Game Mancala 2,board games,board game,1,5,Mangala genre abstract strategy game. Mangala instance of board game. Mangala based on mancala. Mangala maximum number of players 2. Mangala domain board game.
2788,inform = yes | name = War of 1812 | genres = wargame | publication_year = 1973 | instance_of = board game | min_players = 2 | publisher = Columbia Games | max_players = 2 | domain = board game,inform,War Of 1812 Wargame 1973 Board Game 2 Columbia Games 2,board games,board game,1,7,War of 1812 genre wargame. War of 1812 publication date 1973. War of 1812 instance of board game. War of 1812 minimum number of players 2. War of 1812 publisher Columbia Games. War of 1812 maximum number of players 2. War of 1812 domain board game.
2789,inform = yes | name = Lord of the Rings | genres = fantasy | min_players = 2 | publication_year = 2000 | based_on = The Lord of the Rings | domain = board game,inform,Lord Of The Rings Fantasy 2 2000 The Lord Of The Rings,board games,board game,1,5,Lord of the Rings genre fantasy. Lord of the Rings minimum number of players 2. Lord of the Rings publication date 2000. Lord of the Rings based on The Lord of the Rings. Lord of the Rings domain board game.
2790,inform = yes | name = Monopoly | genres = roll-and-move | developer = Elizabeth Magie | based_on = The Landlords Game | max_players = 8 | game_mechanics = resource management | publisher = Hasbro | domain = board game,inform,Monopoly Roll-And-Move Elizabeth Magie The Landlord'S Game 8 Resource Management Hasbro,board games,board game,1,7,Monopoly genre roll-and-move. Monopoly developer Elizabeth Magie. Monopoly based on The Landlords Game. Monopoly maximum number of players 8. Monopoly game mechanics resource management. Monopoly publisher Hasbro. Monopoly domain board game.
2791,inform = yes | name = Punaisten ja valkoisten taistelu Suomessa 1918 | genres = wargame | publication_year = 1918 | max_players = 2 | country_of_origin = Finland | instance_of = board game | min_players = 2 | domain = board game,inform,Punaisten Ja Valkoisten Taistelu Suomessa 1918 Wargame 1918 2 Finland Board Game 2,board games,board game,1,7,Punaisten ja valkoisten taistelu Suomessa 1918 genre wargame. Punaisten ja valkoisten taistelu Suomessa 1918 publication date 1918. Punaisten ja valkoisten taistelu Suomessa 1918 maximum number of players 2. Punaisten ja valkoisten taistelu Suomessa 1918 country of origin Finland. Punaisten ja valkoisten taistelu Suomessa 1918 instance of board game. Punaisten ja valkoisten taistelu Suomessa 1918 minimum number of players 2. Punaisten ja valkoisten taistelu Suomessa 1918 domain board game.
2792,inform = yes | name = Scotland Yard | genres = deduction game | min_players = 3 | max_players = 6 | game_mechanics = cooperative gameplay | instance_of = board game | domain = board game,inform,Scotland Yard Deduction Game 3 6 Cooperative Gameplay Board Game,board games,board game,1,6,Scotland Yard genre deduction game. Scotland Yard minimum number of players 3. Scotland Yard maximum number of players 6. Scotland Yard game mechanics cooperative gameplay. Scotland Yard instance of board game. Scotland Yard domain board game.
2793,inform = yes | name = Crossings | genres = abstract strategy game | instance_of = board game | min_players = 2 | domain = board game,inform,Crossings Abstract Strategy Game Board Game 2,board games,board game,1,4,Crossings genre abstract strategy game. Crossings instance of board game. Crossings minimum number of players 2. Crossings domain board game.
2794,inform = yes | name = Afrikan tähti | genres = roll-and-move | instance_of = board game | publication_year = 1951 | domain = board game,inform,Afrikan Tähti Roll-And-Move Board Game 1951,board games,board game,1,4,Afrikan tähti genre roll-and-move. Afrikan tähti instance of board game. Afrikan tähti publication date 1951. Afrikan tähti domain board game.
2795,inform = yes | name = Betrayal at House on the Hill | genres = cooperative board game | instance_of = board game | min_players = 3 | publisher = Hasbro | max_players = 6 | domain = board game,inform,Betrayal At House On The Hill Cooperative Board Game Board Game 3 Hasbro 6,board games,board game,1,6,Betrayal at House on the Hill genre cooperative board game. Betrayal at House on the Hill instance of board game. Betrayal at House on the Hill minimum number of players 3. Betrayal at House on the Hill publisher Hasbro. Betrayal at House on the Hill maximum number of players 6. Betrayal at House on the Hill domain board game.
2796,inform = yes | name = Enchanted Forest | genres = fantasy | max_players = 6 | developer = Michel Matschoss | min_players = 2 | domain = board game,inform,Enchanted Forest Fantasy 6 Michel Matschoss 2,board games,board game,1,5,Enchanted Forest genre fantasy. Enchanted Forest maximum number of players 6. Enchanted Forest developer Michel Matschoss. Enchanted Forest minimum number of players 2. Enchanted Forest domain board game.
2797,inform = yes | name = Sherlock Holmes Consulting Detective | genres = deduction game | publication_year = 1981 | publisher = Space Cowboys | instance_of = board game | max_players = 8 | game_mechanics = deductive reasoning | domain = board game,inform,Sherlock Holmes Consulting Detective Deduction Game 1981 Space Cowboys Board Game 8 Deductive Reasoning,board games,board game,1,7,Sherlock Holmes Consulting Detective genre deduction game. Sherlock Holmes Consulting Detective publication date 1981. Sherlock Holmes Consulting Detective publisher Space Cowboys. Sherlock Holmes Consulting Detective instance of board game. Sherlock Holmes Consulting Detective maximum number of players 8. Sherlock Holmes Consulting Detective game mechanics deductive reasoning. Sherlock Holmes Consulting Detective domain board game.
2798,inform = yes | name = Star Realms | genres = science fiction | min_players = 2 | max_players = 6 | publication_year = 2014 | developer = Darwin Kastle | publisher = White Wizard Games | domain = board game,inform,Star Realms Science Fiction 2 6 2014 Darwin Kastle White Wizard Games,board games,board game,1,7,Star Realms genre science fiction. Star Realms minimum number of players 2. Star Realms maximum number of players 6. Star Realms publication date 2014. Star Realms developer Darwin Kastle. Star Realms publisher White Wizard Games. Star Realms domain board game.
2799,inform = yes | name = Punaisten ja valkoisten taistelu Suomessa 1918 | genres = wargame | instance_of = board game | domain = board game,inform,Punaisten Ja Valkoisten Taistelu Suomessa 1918 Wargame Board Game,board games,board game,1,3,Punaisten ja valkoisten taistelu Suomessa 1918 genre wargame. Punaisten ja valkoisten taistelu Suomessa 1918 instance of board game. Punaisten ja valkoisten taistelu Suomessa 1918 domain board game.
2800,inform = yes | name = Thurn and Taxis | genres = historical board game | country_of_origin = Germany | publication_year = 2006 | publisher = Hans im Glück | developer = Karen Seyfarth | domain = board game,inform,Thurn And Taxis Historical Board Game Germany 2006 Hans Im Glück Karen Seyfarth,board games,board game,1,6,Thurn and Taxis genre historical board game. Thurn and Taxis country of origin Germany. Thurn and Taxis publication date 2006. Thurn and Taxis publisher Hans im Glück. Thurn and Taxis developer Karen Seyfarth. Thurn and Taxis domain board game.
2801,inform = yes | name = Punaisten ja valkoisten taistelu Suomessa 1918 | genres = wargame | publication_year = 1918 | max_players = 2 | min_players = 2 | instance_of = board game | country_of_origin = Finland | domain = board game,inform,Punaisten Ja Valkoisten Taistelu Suomessa 1918 Wargame 1918 2 2 Board Game Finland,board games,board game,1,7,Punaisten ja valkoisten taistelu Suomessa 1918 genre wargame. Punaisten ja valkoisten taistelu Suomessa 1918 publication date 1918. Punaisten ja valkoisten taistelu Suomessa 1918 maximum number of players 2. Punaisten ja valkoisten taistelu Suomessa 1918 minimum number of players 2. Punaisten ja valkoisten taistelu Suomessa 1918 instance of board game. Punaisten ja valkoisten taistelu Suomessa 1918 country of origin Finland. Punaisten ja valkoisten taistelu Suomessa 1918 domain board game.
2802,inform = yes | name = Cosmic Encounter | genres = science fiction | min_players = 3 | instance_of = board game | publisher = Fantasy Flight Games | domain = board game,inform,Cosmic Encounter Science Fiction 3 Board Game Fantasy Flight Games,board games,board game,1,5,Cosmic Encounter genre science fiction. Cosmic Encounter minimum number of players 3. Cosmic Encounter instance of board game. Cosmic Encounter publisher Fantasy Flight Games. Cosmic Encounter domain board game.
2803,inform = yes | name = Thurn and Taxis | genres = historical board game | max_players = 4 | instance_of = board game | domain = board game,inform,Thurn And Taxis Historical Board Game 4 Board Game,board games,board game,1,4,Thurn and Taxis genre historical board game. Thurn and Taxis maximum number of players 4. Thurn and Taxis instance of board game. Thurn and Taxis domain board game.
2804,inform = yes | name = Cosmic Encounter | genres = science fiction | min_players = 3 | max_players = 8 | instance_of = board game | publication_year = 1977 | publisher = Fantasy Flight Games | domain = board game,inform,Cosmic Encounter Science Fiction 3 8 Board Game 1977 Fantasy Flight Games,board games,board game,1,7,Cosmic Encounter genre science fiction. Cosmic Encounter minimum number of players 3. Cosmic Encounter maximum number of players 8. Cosmic Encounter instance of board game. Cosmic Encounter publication date 1977. Cosmic Encounter publisher Fantasy Flight Games. Cosmic Encounter domain board game.
2805,inform = yes | name = Sherlock Holmes Consulting Detective | genres = deduction game | instance_of = board game | publisher = Space Cowboys | domain = board game,inform,Sherlock Holmes Consulting Detective Deduction Game Board Game Space Cowboys,board games,board game,1,4,Sherlock Holmes Consulting Detective genre deduction game. Sherlock Holmes Consulting Detective instance of board game. Sherlock Holmes Consulting Detective publisher Space Cowboys. Sherlock Holmes Consulting Detective domain board game.
