mr,mr_new,pseudo_mr,da,num_triples,num_values,n_hops
"confirm(name[Salvator Mundi], creator[Leonardo da Vinci], movements[Italian Renaissance], materials[walnut panel, oil paint])","Salvator Mundi  creator Leonardo da Vinci. Salvator Mundi  movements Italian Renaissance. Salvator Mundi  materials walnut panel, oil paint. ","Salvator Mundi Leonardo Da Vinci Italian Renaissance Walnut Panel, Oil Paint",confirm,3,5,1
"confirm(name[Transfiguration], creator[Raphael], genres[religious art], movements[Italian Renaissance, High Renaissance])","Transfiguration  creator Raphael. Transfiguration  genres religious art. Transfiguration  movements Italian Renaissance, High Renaissance. ","Transfiguration Raphael Religious Art Italian Renaissance, High Renaissance",confirm,3,5,1
"confirm(name[Vanitas], creator[Philippe de Champaigne], location[Musée de Tessé], genres[still life, vanitas])","Vanitas  creator Philippe de Champaigne. Vanitas  location Musée de Tessé. Vanitas  genres still life, vanitas. ","Vanitas Philippe De Champaigne Musée De Tessé Still Life, Vanitas",confirm,3,5,1
"confirm(name[Water Lilies], creator[Claude Monet], movements[Impressionism], materials[oil paint])",Water Lilies  creator Claude Monet. Water Lilies  movements Impressionism. Water Lilies  materials oil paint. ,Water Lilies Claude Monet Impressionism Oil Paint,confirm,3,4,1
"confirm(name[The Battle of Trafalgar], creator[J. M. W. Turner], genres[history painting], location[National Maritime Museum])",The Battle of Trafalgar  creator J. M. W. Turner. The Battle of Trafalgar  genres history painting. The Battle of Trafalgar  location National Maritime Museum. ,The Battle Of Trafalgar J. M. W. Turner History Painting National Maritime Museum,confirm,6,4,1
"confirm(name[The Coronation of Napoleon], creator[Jacques-Louis David], inception[1808], materials[canvas, oil paint])","The Coronation of Napoleon  creator Jacques-Louis David. The Coronation of Napoleon  inception 1808. The Coronation of Napoleon  materials canvas, oil paint. ","The Coronation Of Napoleon Jacques-Louis David 1808 Canvas, Oil Paint",confirm,3,5,1
"confirm(name[Portrait of Lavinia Vecellio], creator[Titian], inception[1540], movements[Venetian school])",Portrait of Lavinia Vecellio  creator Titian. Portrait of Lavinia Vecellio  inception 1540. Portrait of Lavinia Vecellio  movements Venetian school. ,Portrait Of Lavinia Vecellio Titian 1540 Venetian School,confirm,3,4,1
"confirm(name[Babylonian Captivity], creator[Eugène Delacroix], inception[1842])",Babylonian Captivity  creator Eugène Delacroix. Babylonian Captivity  inception 1842. ,Babylonian Captivity Eugène Delacroix 1842,confirm,2,3,1
"confirm(name[Walk on the Beach], creator[Joaquín Sorolla], inception[1909], genres[genre art])",Walk on the Beach  creator Joaquín Sorolla. Walk on the Beach  inception 1909. Walk on the Beach  genres genre art. ,Walk On The Beach Joaquín Sorolla 1909 Genre Art,confirm,3,4,1
"confirm(name[Impression, Sunrise], creator[Claude Monet], materials[canvas, oil paint], location[Porto-Vecchio])","Impression, Sunrise  creator Claude Monet. Impression, Sunrise  materials canvas, oil paint. Impression, Sunrise  location Porto-Vecchio. ","Impression, Sunrise Claude Monet Canvas, Oil Paint Porto-Vecchio",confirm,3,6,1
"confirm(name[Lochis Madonna], creator[Titian], inception[1507], location[Accademia Carrara])",Lochis Madonna  creator Titian. Lochis Madonna  inception 1507. Lochis Madonna  location Accademia Carrara. ,Lochis Madonna Titian 1507 Accademia Carrara,confirm,3,4,1
"confirm(name[Transfiguration], creator[Raphael], genres[religious art], location[Pinacoteca Vaticana])",Transfiguration  creator Raphael. Transfiguration  genres religious art. Transfiguration  location Pinacoteca Vaticana. ,Transfiguration Raphael Religious Art Pinacoteca Vaticana,confirm,3,4,1
"confirm(name[The Raft of the Medusa], creator[Théodore Géricault], materials[canvas, oil paint])","The Raft of the Medusa  creator Théodore Géricault. The Raft of the Medusa  materials canvas, oil paint. ","The Raft Of The Medusa Théodore Géricault Canvas, Oil Paint",confirm,2,4,1
"confirm(name[The Coronation of Napoleon], creator[Jacques-Louis David], inception[1808], genres[history painting])",The Coronation of Napoleon  creator Jacques-Louis David. The Coronation of Napoleon  inception 1808. The Coronation of Napoleon  genres history painting. ,The Coronation Of Napoleon Jacques-Louis David 1808 History Painting,confirm,3,4,1
"confirm(name[Mona Lisa], creator[Leonardo da Vinci], genres[portrait])",Mona Lisa  creator Leonardo da Vinci. Mona Lisa  genres portrait. ,Mona Lisa Leonardo Da Vinci Portrait,confirm,2,3,1
"confirm(name[Arnolfini Portrait], creator[Jan van Eyck], genres[portrait])",Arnolfini Portrait  creator Jan van Eyck. Arnolfini Portrait  genres portrait. ,Arnolfini Portrait Jan Van Eyck Portrait,confirm,2,3,1
"confirm(name[Sacred and Profane Love], creator[Titian], genres[allegory], materials[canvas, oil paint])","Sacred and Profane Love  creator Titian. Sacred and Profane Love  genres allegory. Sacred and Profane Love  materials canvas, oil paint. ","Sacred And Profane Love Titian Allegory Canvas, Oil Paint",confirm,3,5,1
"confirm(name[Guernica], creator[Pablo Picasso], genres[history painting], movements[surrealism, Cubism])","Guernica  creator Pablo Picasso. Guernica  genres history painting. Guernica  movements surrealism, Cubism. ","Guernica Pablo Picasso History Painting Surrealism, Cubism",confirm,3,5,1
"confirm(name[Young Spartans Exercising], creator[Edgar Degas], materials[canvas, oil paint], genres[history painting])","Young Spartans Exercising  creator Edgar Degas. Young Spartans Exercising  materials canvas, oil paint. Young Spartans Exercising  genres history painting. ","Young Spartans Exercising Edgar Degas Canvas, Oil Paint History Painting",confirm,3,5,1
"confirm(name[Salvator Mundi], creator[Leonardo da Vinci], inception[1490])",Salvator Mundi  creator Leonardo da Vinci. Salvator Mundi  inception 1490. ,Salvator Mundi Leonardo Da Vinci 1490,confirm,2,3,1
"confirm(name[The Birth of Venus], creator[Sandro Botticelli], genres[mythological painting, nude], movements[Renaissance, Early Renaissance])","The Birth of Venus  creator Sandro Botticelli. The Birth of Venus  genres mythological painting, nude. The Birth of Venus  movements Renaissance, Early Renaissance. ","The Birth Of Venus Sandro Botticelli Mythological Painting, Nude Renaissance, Early Renaissance",confirm,3,6,1
"confirm(name[Liberty Leading the People], creator[Eugène Delacroix], genres[history painting], movements[Romanticism])",Liberty Leading the People  creator Eugène Delacroix. Liberty Leading the People  genres history painting. Liberty Leading the People  movements Romanticism. ,Liberty Leading The People Eugène Delacroix History Painting Romanticism,confirm,3,4,1
"confirm(name[Portrait of Innocent X], creator[Diego Velázquez], genres[portrait], materials[canvas, oil paint])","Portrait of Innocent X  creator Diego Velázquez. Portrait of Innocent X  genres portrait. Portrait of Innocent X  materials canvas, oil paint. ","Portrait Of Innocent X Diego Velázquez Portrait Canvas, Oil Paint",confirm,3,5,1
"confirm(name[Transfiguration], creator[Raphael], location[Pinacoteca Vaticana])",Transfiguration  creator Raphael. Transfiguration  location Pinacoteca Vaticana. ,Transfiguration Raphael Pinacoteca Vaticana,confirm,2,3,1
"confirm(name[Café Terrace at Night], creator[Vincent van Gogh], location[Kröller-Müller Museum], genres[cityscape])",Café Terrace at Night  creator Vincent van Gogh. Café Terrace at Night  location Kröller-Müller Museum. Café Terrace at Night  genres cityscape. ,Café Terrace At Night Vincent Van Gogh Kröller-Müller Museum Cityscape,confirm,3,4,1
"confirm(name[Ophelia], creator[John Everett Millais], inception[1851], movements[Pre-Raphaelite Brotherhood])",Ophelia  creator John Everett Millais. Ophelia  inception 1851. Ophelia  movements Pre-Raphaelite Brotherhood. ,Ophelia John Everett Millais 1851 Pre-Raphaelite Brotherhood,confirm,3,4,1
"confirm(name[The Raft of the Medusa], creator[Théodore Géricault], genres[history painting])",The Raft of the Medusa  creator Théodore Géricault. The Raft of the Medusa  genres history painting. ,The Raft Of The Medusa Théodore Géricault History Painting,confirm,2,3,1
"confirm(name[Nativity with St. Francis and St. Lawrence], creator[Caravaggio], inception[1600], movements[Baroque])",Nativity with St. Francis and St. Lawrence  creator Caravaggio. Nativity with St. Francis and St. Lawrence  inception 1600. Nativity with St. Francis and St. Lawrence  movements Baroque. ,Nativity With St. Francis And St. Lawrence Caravaggio 1600 Baroque,confirm,9,4,1
"confirm(name[The Swing], creator[Jean-Honoré Fragonard], inception[1767])",The Swing  creator Jean-Honoré Fragonard. The Swing  inception 1767. ,The Swing Jean-Honoré Fragonard 1767,confirm,2,3,1
"confirm(name[The Swing], creator[Jean-Honoré Fragonard], inception[1767], materials[canvas, oil paint])","The Swing  creator Jean-Honoré Fragonard. The Swing  inception 1767. The Swing  materials canvas, oil paint. ","The Swing Jean-Honoré Fragonard 1767 Canvas, Oil Paint",confirm,3,5,1
"confirm(name[Lochis Madonna], creator[Titian], materials[panel, oil paint], location[Accademia Carrara])","Lochis Madonna  creator Titian. Lochis Madonna  materials panel, oil paint. Lochis Madonna  location Accademia Carrara. ","Lochis Madonna Titian Panel, Oil Paint Accademia Carrara",confirm,3,5,1
"confirm(name[Water Lilies], creator[Claude Monet], location[Metropolitan Museum of Art], movements[Impressionism])",Water Lilies  creator Claude Monet. Water Lilies  location Metropolitan Museum of Art. Water Lilies  movements Impressionism. ,Water Lilies Claude Monet Metropolitan Museum Of Art Impressionism,confirm,3,4,1
"confirm(name[The Bridge at Narni], creator[Jean-Baptiste Camille Corot], inception[1826], materials[paper, canvas, oil paint])","The Bridge at Narni  creator Jean-Baptiste Camille Corot. The Bridge at Narni  inception 1826. The Bridge at Narni  materials paper, canvas, oil paint. ","The Bridge At Narni Jean-Baptiste Camille Corot 1826 Paper, Canvas, Oil Paint",confirm,3,6,1
"confirm(name[The Starry Night], creator[Vincent van Gogh], materials[canvas, oil paint], inception[1889])","The Starry Night  creator Vincent van Gogh. The Starry Night  materials canvas, oil paint. The Starry Night  inception 1889. ","The Starry Night Vincent Van Gogh Canvas, Oil Paint 1889",confirm,3,5,1
"confirm(name[Salvator Mundi], creator[Leonardo da Vinci], genres[religious art], materials[walnut panel, oil paint])","Salvator Mundi  creator Leonardo da Vinci. Salvator Mundi  genres religious art. Salvator Mundi  materials walnut panel, oil paint. ","Salvator Mundi Leonardo Da Vinci Religious Art Walnut Panel, Oil Paint",confirm,3,5,1
"confirm(name[The Coronation of Napoleon], creator[Jacques-Louis David], materials[canvas, oil paint], inception[1808])","The Coronation of Napoleon  creator Jacques-Louis David. The Coronation of Napoleon  materials canvas, oil paint. The Coronation of Napoleon  inception 1808. ","The Coronation Of Napoleon Jacques-Louis David Canvas, Oil Paint 1808",confirm,3,5,1
"confirm(name[Seated Nude], creator[Amedeo Modigliani], materials[canvas, oil paint], inception[1917])","Seated Nude  creator Amedeo Modigliani. Seated Nude  materials canvas, oil paint. Seated Nude  inception 1917. ","Seated Nude Amedeo Modigliani Canvas, Oil Paint 1917",confirm,3,5,1
"confirm(name[Impression, Sunrise], creator[Claude Monet], movements[Impressionism])","Impression, Sunrise  creator Claude Monet. Impression, Sunrise  movements Impressionism. ","Impression, Sunrise Claude Monet Impressionism",confirm,2,4,1
"confirm(name[Transfiguration], creator[Raphael], materials[panel, oil paint], location[Pinacoteca Vaticana])","Transfiguration  creator Raphael. Transfiguration  materials panel, oil paint. Transfiguration  location Pinacoteca Vaticana. ","Transfiguration Raphael Panel, Oil Paint Pinacoteca Vaticana",confirm,3,5,1
"confirm(name[Arnolfini Portrait], creator[Jan van Eyck], genres[portrait], location[National Gallery])",Arnolfini Portrait  creator Jan van Eyck. Arnolfini Portrait  genres portrait. Arnolfini Portrait  location National Gallery. ,Arnolfini Portrait Jan Van Eyck Portrait National Gallery,confirm,3,4,1
"confirm(name[Arnolfini Portrait], creator[Jan van Eyck], materials[oak panel, oil paint], genres[portrait])","Arnolfini Portrait  creator Jan van Eyck. Arnolfini Portrait  materials oak panel, oil paint. Arnolfini Portrait  genres portrait. ","Arnolfini Portrait Jan Van Eyck Oak Panel, Oil Paint Portrait",confirm,3,5,1
"confirm(name[Judith Beheading Holofernes], creator[Caravaggio], location[Palazzo Barberini], genres[religious art])",Judith Beheading Holofernes  creator Caravaggio. Judith Beheading Holofernes  location Palazzo Barberini. Judith Beheading Holofernes  genres religious art. ,Judith Beheading Holofernes Caravaggio Palazzo Barberini Religious Art,confirm,3,4,1
"confirm(name[Crucifixion of St. Peter], creator[Caravaggio], location[Cerasi Chapel], materials[canvas, oil paint])","Crucifixion of St. Peter  creator Caravaggio. Crucifixion of St. Peter  location Cerasi Chapel. Crucifixion of St. Peter  materials canvas, oil paint. ","Crucifixion Of St. Peter Caravaggio Cerasi Chapel Canvas, Oil Paint",confirm,6,5,1
"confirm(name[A Burial at Ornans], creator[Gustave Courbet], location[Musée d'Orsay], inception[1841])",A Burial at Ornans  creator Gustave Courbet. A Burial at Ornans  location Musée dOrsay. A Burial at Ornans  inception 1841. ,A Burial At Ornans Gustave Courbet Musée D'Orsay 1841,confirm,3,4,1
"confirm(name[Madonna of the Rabbit], creator[Titian], location[Louvre], materials[canvas, oil paint])","Madonna of the Rabbit  creator Titian. Madonna of the Rabbit  location Louvre. Madonna of the Rabbit  materials canvas, oil paint. ","Madonna Of The Rabbit Titian Louvre Canvas, Oil Paint",confirm,3,5,1
"confirm(name[The Swing], creator[Jean-Honoré Fragonard], inception[1767], location[The Wallace Collection])",The Swing  creator Jean-Honoré Fragonard. The Swing  inception 1767. The Swing  location The Wallace Collection. ,The Swing Jean-Honoré Fragonard 1767 The Wallace Collection,confirm,3,4,1
"confirm(name[Salvator Mundi], creator[Leonardo da Vinci], location[Doughty House], materials[walnut panel, oil paint])","Salvator Mundi  creator Leonardo da Vinci. Salvator Mundi  location Doughty House. Salvator Mundi  materials walnut panel, oil paint. ","Salvator Mundi Leonardo Da Vinci Doughty House Walnut Panel, Oil Paint",confirm,3,5,1
"confirm(name[Seated Nude], creator[Amedeo Modigliani], inception[1917], materials[canvas, oil paint])","Seated Nude  creator Amedeo Modigliani. Seated Nude  inception 1917. Seated Nude  materials canvas, oil paint. ","Seated Nude Amedeo Modigliani 1917 Canvas, Oil Paint",confirm,3,5,1
"confirm(name[Supper at Emmaus], creator[Caravaggio], inception[1601], location[Milan])",Supper at Emmaus  creator Caravaggio. Supper at Emmaus  inception 1601. Supper at Emmaus  location Milan. ,Supper At Emmaus Caravaggio 1601 Milan,confirm,3,4,1
