mr,mr_new,pseudo_mr,text,da,entity,num_triples,num_hops
Cesky Terrier max weight female 24.0. Cesky Terrier shedding minimal shedding. Cesky Terrier domain animals.,Cesky Terrier max weight female 24.0. Cesky Terrier shedding minimal shedding. Cesky Terrier domain animals.,Cesky Terrier 24.0 Minimal Shedding,I really like the Cesky Terrier because it has minimal shedding and the female weights only 24.0.,give_opinion,dogs,3,1
Scottish Deerhound domain animals.,Scottish Deerhound domain animals.,Scottish Deerhound,The Scottish Deerhound is an amazing animal.,give_opinion,dogs,1,1
Kai Ken good with strangers friendly to strangers. Kai Ken max weight female 40.0. Kai Ken domain animals.,Kai Ken good with strangers friendly to strangers. Kai Ken max weight female 40.0. Kai Ken domain animals.,Kai Ken Friendly To Strangers 40.0,I'm really drawn to the Kai Ken because it is known for being friendly to strangers and the female has a maximum weight of 40.0.,give_opinion,dogs,3,1
German Pinscher good with other dogs friendly to other dogs. German Pinscher trainability very easy to train. German Pinscher domain animals.,German Pinscher good with other dogs friendly to other dogs. German Pinscher trainability very easy to train. German Pinscher domain animals.,German Pinscher Friendly To Other Dogs Very Easy To Train,I think the German Pinscher is a great pet because it is friendly to other dogs and very easy to train.,give_opinion,dogs,3,1
Cardigan Welsh Corgi protectiveness alert. Cardigan Welsh Corgi domain animals.,Cardigan Welsh Corgi protectiveness alert. Cardigan Welsh Corgi domain animals.,Cardigan Welsh Corgi Alert,I'm really impressed with the Cardigan Welsh Corgi's alert protectiveness.,give_opinion,dogs,2,1
Kuvasz protectiveness very alert. Kuvasz coat length short coat. Kuvasz domain animals.,Kuvasz protectiveness very alert. Kuvasz coat length short coat. Kuvasz domain animals.,Kuvasz Very Alert Short Coat,I'm really impressed by the Kuvasz's very alert protectiveness and its short coat.,give_opinion,dogs,3,1
Old English Sheepdog domain animals.,Old English Sheepdog domain animals.,Old English Sheepdog,The Old English Sheepdog is an amazing breed of dog.,give_opinion,dogs,1,1
Siberian Husky max weight male 60.0. Siberian Husky barking always barks. Siberian Husky domain animals.,Siberian Husky max weight male 60.0. Siberian Husky barking always barks. Siberian Husky domain animals.,Siberian Husky 60.0 Always Barks,I really like the Siberian Husky because it can weigh up to 60.0 pounds and it always barks.,give_opinion,dogs,3,1
Icelandic Sheepdog max height female 18.0. Icelandic Sheepdog domain animals.,Icelandic Sheepdog max height female 18.0. Icelandic Sheepdog domain animals.,Icelandic Sheepdog 18.0,I think the Icelandic Sheepdog is really cool because the female can grow up to 18.0 in height.,give_opinion,dogs,2,1
Deutscher Wachtelhund protectiveness alert. Deutscher Wachtelhund energy energetic. Deutscher Wachtelhund domain animals.,Deutscher Wachtelhund protectiveness alert. Deutscher Wachtelhund energy energetic. Deutscher Wachtelhund domain animals.,Deutscher Wachtelhund Alert Energetic,I think the Deutscher Wachtelhund is an amazing animal because it is both alert and energetic.,give_opinion,dogs,3,1
Alaskan Klee Kai energy more energy. Alaskan Klee Kai domain animals.,Alaskan Klee Kai energy more energy. Alaskan Klee Kai domain animals.,Alaskan Klee Kai More Energy,The Alaskan Klee Kai has so much energy which makes it really endearing.,give_opinion,dogs,2,1
Chinese Crested domain animals.,Chinese Crested domain animals.,Chinese Crested,The Chinese Crested is an adorable and captivating animal.,give_opinion,dogs,1,1
Border Terrier max weight female 14.0. Border Terrier grooming lots of grooming. Border Terrier domain animals.,Border Terrier max weight female 14.0. Border Terrier grooming lots of grooming. Border Terrier domain animals.,Border Terrier 14.0 Lots Of Grooming,I really like the Border Terrier because it has a maximum weight of 14.0 for females and requires lots of grooming.,give_opinion,dogs,3,1
American Water Spaniel playfulness playful. American Water Spaniel domain animals.,American Water Spaniel playfulness playful. American Water Spaniel domain animals.,American Water Spaniel Playful,The American Water Spaniel is very playful and endearing.,give_opinion,dogs,2,1
Petit Basset Griffon Vendéen max life expectancy 16. Petit Basset Griffon Vendéen domain animals.,Petit Basset Griffon Vendéen max life expectancy 16. Petit Basset Griffon Vendéen domain animals.,Petit Basset Griffon Vendéen 16,I'm in awe of the Petit Basset Griffon Vendéen with its max life expectancy of 16 years.,give_opinion,dogs,2,1
Havanese max weight female 13.0. Havanese good with children most kid-friendly. Havanese domain animals.,Havanese max weight female 13.0. Havanese good with children most kid-friendly. Havanese domain animals.,Havanese 13.0 Most Kid-Friendly,I really like the Havanese because they are most kid-friendly and the female can weigh up to 13.0.,give_opinion,dogs,3,1
Plott Hound domain animals.,Plott Hound domain animals.,Plott Hound,The Plott Hound is a really amazing dog.,give_opinion,dogs,1,1
Irish Red and White Setter coat length short coat. Irish Red and White Setter domain animals.,Irish Red and White Setter coat length short coat. Irish Red and White Setter domain animals.,Irish Red And White Setter Short Coat,I'm really taken by the Irish Red and White Setter with its short coat.,give_opinion,dogs,2,1
Brittany max life expectancy 14. Brittany max weight male 40.0. Brittany domain animals.,Brittany max life expectancy 14. Brittany max weight male 40.0. Brittany domain animals.,Brittany 14 40.0,I'm amazed by the Brittany as it can live up to 14 years and a male can reach a weight of 40.0 pounds.,give_opinion,dogs,3,1
Finnish Spitz good with strangers friendly to strangers. Finnish Spitz domain animals.,Finnish Spitz good with strangers friendly to strangers. Finnish Spitz domain animals.,Finnish Spitz Friendly To Strangers,I really appreciate the Finnish Spitz because it is friendly to strangers.,give_opinion,dogs,2,1
Labrador Retriever good with strangers most friendly to strangers. Labrador Retriever domain animals.,Labrador Retriever good with strangers most friendly to strangers. Labrador Retriever domain animals.,Labrador Retriever Most Friendly To Strangers,I think the Labrador Retriever is a great animal because it is one of the most friendly to strangers.,give_opinion,dogs,2,1
Small Munsterlander drooling sometimes drool. Small Munsterlander domain animals.,Small Munsterlander drooling sometimes drool. Small Munsterlander domain animals.,Small Munsterlander Sometimes Drool,I find the Small Munsterlander really endearing as sometimes they drool.,give_opinion,dogs,2,1
Carolina Dog max life expectancy 15. Carolina Dog domain animals.,Carolina Dog max life expectancy 15. Carolina Dog domain animals.,Carolina Dog 15," I'm really impressed by the Carolina Dog, it can live up to 15 years.",give_opinion,dogs,2,1
Norfolk Terrier barking often barks. Norfolk Terrier good with other dogs friendly to other dogs. Norfolk Terrier domain animals.,Norfolk Terrier barking often barks. Norfolk Terrier good with other dogs friendly to other dogs. Norfolk Terrier domain animals.,Norfolk Terrier Often Barks Friendly To Other Dogs,I really like the Norfolk Terrier as it often barks and is friendly to other dogs.,give_opinion,dogs,3,1
Bulldog drooling average drool. Bulldog max weight female 40.0. Bulldog domain animals.,Bulldog drooling average drool. Bulldog max weight female 40.0. Bulldog domain animals.,Bulldog Average Drool 40.0,I find the Bulldog really fascinating because female Bulldogs can weigh up to 40.0 pounds and have an average drool rate.,give_opinion,dogs,3,1
French Spaniel ratings excellent. French Spaniel max height female 24.0. French Spaniel domain animals.,French Spaniel ratings excellent. French Spaniel max height female 24.0. French Spaniel domain animals.,French Spaniel Excellent 24.0," I think the French Spaniel is an excellent breed of dog, with a max height of 24.0 for females.",give_opinion,dogs,3,1
German Shorthaired Pointer playfulness very playful. German Shorthaired Pointer drooling sometimes drool. German Shorthaired Pointer domain animals.,German Shorthaired Pointer playfulness very playful. German Shorthaired Pointer drooling sometimes drool. German Shorthaired Pointer domain animals.,German Shorthaired Pointer Very Playful Sometimes Drool,I think the German Shorthaired Pointer is an adorable breed as they are very playful and sometimes drool.,give_opinion,dogs,3,1
Manchester Terrier (Toy) max life expectancy 17. Manchester Terrier (Toy) domain animals.,Manchester Terrier (Toy) max life expectancy 17. Manchester Terrier (Toy) domain animals.,Manchester Terrier (Toy) 17,I'm amazed by the Manchester Terrier (Toy) because it can live up to 17 years.,give_opinion,dogs,2,1
Dachshund max weight male 32.0. Dachshund trainability easy trainable. Dachshund domain animals.,Dachshund max weight male 32.0. Dachshund trainability easy trainable. Dachshund domain animals.,Dachshund 32.0 Easy Trainable,I think the Dachshund is a great dog because it can weigh up to 32.0 lbs and it is easy to train.,give_opinion,dogs,3,1
Cirneco dell’Etna good with other dogs very friendly to other dogs. Cirneco dell’Etna domain animals.,Cirneco dell’Etna good with other dogs very friendly to other dogs. Cirneco dell’Etna domain animals.,Cirneco Dell’Etna Very Friendly To Other Dogs,I really like the Cirneco dell’Etna because it is very friendly to other dogs.,give_opinion,dogs,2,1
Estrela Mountain Dog max height female 29.0. Estrela Mountain Dog domain animals.,Estrela Mountain Dog max height female 29.0. Estrela Mountain Dog domain animals.,Estrela Mountain Dog 29.0," I'm really impressed with the Estrela Mountain Dog, as female dogs can reach a maximum height of 29.0.",give_opinion,dogs,2,1
Nederlandse Kooikerhondje trainability very easy to train. Nederlandse Kooikerhondje domain animals.,Nederlandse Kooikerhondje trainability very easy to train. Nederlandse Kooikerhondje domain animals.,Nederlandse Kooikerhondje Very Easy To Train,I'm very impressed with the Nederlandse Kooikerhondje since it is very easy to train.,give_opinion,dogs,2,1
Otterhound trainability easy trainable. Otterhound domain animals.,Otterhound trainability easy trainable. Otterhound domain animals.,Otterhound Easy Trainable,I really like the Otterhound because it is known to be easy to train.,give_opinion,dogs,2,1
Standard Schnauzer drooling average drool. Standard Schnauzer good with other dogs friendly to other dogs. Standard Schnauzer domain animals.,Standard Schnauzer drooling average drool. Standard Schnauzer good with other dogs friendly to other dogs. Standard Schnauzer domain animals.,Standard Schnauzer Average Drool Friendly To Other Dogs,I think the Standard Schnauzer is a great dog because it is friendly to other dogs and has an average drool.,give_opinion,dogs,3,1
Nova Scotia Duck Tolling Retriever grooming lots of grooming. Nova Scotia Duck Tolling Retriever good with other dogs very friendly to other dogs. Nova Scotia Duck Tolling Retriever domain animals.,Nova Scotia Duck Tolling Retriever grooming lots of grooming. Nova Scotia Duck Tolling Retriever good with other dogs very friendly to other dogs. Nova Scotia Duck Tolling Retriever domain animals.,Nova Scotia Duck Tolling Retriever Lots Of Grooming Very Friendly To Other Dogs," I really like the Nova Scotia Duck Tolling Retriever because it requires lots of grooming, and it's very friendly to other dogs.",give_opinion,dogs,3,1
Japanese Chin good with children kid-friendly. Japanese Chin max height female 11.0. Japanese Chin domain animals.,Japanese Chin good with children kid-friendly. Japanese Chin max height female 11.0. Japanese Chin domain animals.,Japanese Chin Kid-Friendly 11.0,I think the Japanese Chin is a great pet because it is kid-friendly and the female max height is 11.0.,give_opinion,dogs,3,1
Broholmer max life expectancy 10. Broholmer max height female 29.5. Broholmer domain animals.,Broholmer max life expectancy 10. Broholmer max height female 29.5. Broholmer domain animals.,Broholmer 10 29.5,I'm amazed at the Broholmer since it can live up to 10 years and females can reach a max height of 29.5 inches.,give_opinion,dogs,3,1
