,Unnamed: 0,index,mr_new,pseudo_mr,da,text,num_hops,num_triples,shape,LM_prob,PPL,pseudo_bleu,scores,pred,criteria
9162,9162,916,Afterlife record label Merge Records. Afterlife domain songs.,Afterlife Merge Records,recommend,Have you heard of Afterlife by Merge Records?,1,2,(X (X) (X)),0.0043321292,230.833374,10.55267032,0.8604865,recommend,match
9171,9171,917,Seven Nation Army genres alternative rock. Seven Nation Army domain songs.,Seven Nation Army Alternative Rock,recommend,Have you heard the alternative rock song Seven Nation Army?,1,2,(X (X) (X)),0.007864093357,127.1602402,13.95079697,0.864095,recommend,match
9186,9186,918,Littlest Things publication year 2006. Littlest Things domain songs.,Littlest Things 2006,recommend,Have you heard the song Littlest Things from 2006?,1,2,(X (X) (X)),0.008386510433,119.2391052,9.287529,0.76815724,recommend,match
9191,9191,919,Waka Waka from album Listen Up! The Official 2010 FIFA World Cup Album. Waka Waka domain songs.,Waka Waka Listen Up! The Official 2010 Fifa World Cup Album,recommend,Have you heard Waka Waka from the Listen Up! The Official 2010 FIFA World Cup Album?,1,2,(X (X) (X)),0.005939535213,168.3633423,36.61510769,0.9665363,recommend,match
9200,9200,920,Money for Nothing from album Brothers in Arms. Money for Nothing domain songs.,Money For Nothing Brothers In Arms,recommend,Have you heard of the song Money for Nothing from Brothers in Arms?,1,2,(X (X) (X)),0.0132067046,75.71911621,4.016138436,0.7994716,recommend,match
9214,9214,921,Old Town Road from album 7. Old Town Road domain songs.,Old Town Road 7,recommend,Have you heard of Old Town Road from the album 7?,1,2,(X (X) (X)),0.004355509707,229.5942535,13.54599427,0.739772,recommend,match
9222,9222,922,Apple Shampoo publication year 1997. Apple Shampoo domain songs.,Apple Shampoo 1997,recommend,Have you heard of Apple Shampoo from 1997?,1,2,(X (X) (X)),0.004718262439,211.9424286,10.55267032,0.8899792,recommend,match
9237,9237,923,Marilyn Monroe from album Girl. Marilyn Monroe domain songs.,Marilyn Monroe Girl,recommend,Have you heard of Marilyn Monroe from the album Girl?,1,2,(X (X) (X)),0.008002536448,124.9603806,8.295193507,0.7806047,recommend,match
9245,9245,924,Viva la Vida genres baroque pop. Viva la Vida domain songs.,Viva La Vida Baroque Pop,recommend,Have you heard of the baroque pop song Viva la Vida?,1,2,(X (X) (X)),0.02758758298,36.24819183,4.027248192,0.9043632,recommend,match
9257,9257,925,Get Up! record label Roadrunner Records. Get Up! domain songs.,Get Up! Roadrunner Records,recommend,Have you heard of the song Get Up! It's on Roadrunner Records.,1,2,(X (X) (X)),0.01372335963,72.86845398,13.29241788,0.7728293,recommend,match
9261,9261,926,As It Was record label Columbia Records. As It Was domain songs.,As It Was Columbia Records,recommend,Have you heard As It Was from Columbia Records?,1,2,(X (X) (X)),0.00210987186,473.9624329,19.64073255,0.8423563,recommend,match
9276,9276,927,Old Town Road publication year 2018. Old Town Road domain songs.,Old Town Road 2018,recommend,Have you heard the song Old Town Road from 2018?,1,2,(X (X) (X)),0.004498733667,222.2847748,14.99110695,0.84335464,recommend,match
9288,9288,928,In My Bed performer Amy Winehouse. In My Bed domain songs.,In My Bed Amy Winehouse,recommend,Have you heard the song In My Bed by Amy Winehouse?,1,2,(X (X) (X)),0.01912097659,52.29858398,15.85116569,0.82977635,recommend,match
9297,9297,929,Anti-Hero record label Republic Records. Anti-Hero domain songs.,Anti-Hero Republic Records,recommend,Have you heard Anti-Hero from Republic Records?,1,2,(X (X) (X)),0.002877150048,347.5661621,12.22307556,0.87609,recommend,match
9302,9302,930,Over It from album Katharine McPhee. Over It domain songs.,Over It Katharine Mcphee,recommend,Have you heard the song Over It from Katharine McPhee's album?,1,2,(X (X) (X)),0.01198630873,83.4285202,7.495553473,0.7649543,recommend,match
9311,9311,931,Poison performer Nicole Scherzinger. Poison domain songs.,Poison Nicole Scherzinger,recommend,Have you heard the song Poison by Nicole Scherzinger?,1,2,(X (X) (X)),0.01553716618,64.36180115,9.287529,0.88797736,recommend,match
9323,9323,932,"Get Up! performer Skrillex, Korn. Get Up! domain songs.","Get Up! Skrillex, Korn",recommend,Have you heard Get Up! by Skrillex and Korn?,1,2,(X (X) (X)),0.01060636111,94.28304291,15.85116569,0.9068792,recommend,match
9333,9333,933,Take My Breath Away genres synth-pop. Take My Breath Away domain songs.,Take My Breath Away Synth-Pop,recommend,Have you heard the synth-pop song Take My Breath Away?,1,2,(X (X) (X)),0.02031261453,49.23049164,23.46235032,0.82975453,recommend,match
9347,9347,934,Marilyn Monroe record label Columbia Records. Marilyn Monroe domain songs.,Marilyn Monroe Columbia Records,recommend,Have you heard the song Marilyn Monroe on Columbia Records?,1,2,(X (X) (X)),0.008418073142,118.7920303,10.60031338,0.8728699,recommend,match
9359,9359,935,Hold My Hand performer Lady Gaga. Hold My Hand domain songs.,Hold My Hand Lady Gaga,recommend,Have you heard the song Hold My Hand by Lady Gaga?,1,2,(X (X) (X)),0.01567281562,63.80474472,15.85116569,0.8282011,recommend,match
9361,9361,936,Take My Breath Away from album Top Gun – Original Motion Picture Soundtrack. Take My Breath Away domain songs.,Take My Breath Away Top Gun – Original Motion Picture Soundtrack,recommend,Have you heard the song Take My Breath Away from the Top Gun – Original Motion Picture Soundtrack?,1,2,(X (X) (X)),0.02472279935,40.44849396,43.9316037,0.9075512,recommend,match
9370,9370,937,"Right Here, Right Now performer Giorgio Moroder. Right Here, Right Now domain songs.","Right Here, Right Now Giorgio Moroder",recommend," Have you heard of the song ""Right Here, Right Now"" by Giorgio Moroder?",1,2,(X (X) (X)),0.064648876,15.46817303,24.62395303,0.8603487,recommend,match
9382,9382,938,Old Town Road producer Atticus Ross. Old Town Road domain songs.,Old Town Road Atticus Ross,recommend," Have you heard Old Town Road, which is produced by Atticus Ross?",1,2,(X (X) (X)),0.006758447182,147.9629822,13.29241788,0.865296,recommend,match
9391,9391,939,Style performer Taylor Swift. Style domain songs.,Style Taylor Swift,recommend,Have you heard Taylor Swift's song Style?,1,2,(X (X) (X)),0.007554481116,132.3717651,6.567274736,0.79865307,recommend,match
9402,9402,940,Evolution producer Atticus Ross. Evolution domain songs.,Evolution Atticus Ross,recommend,Have you heard the song Evolution by Atticus Ross?,1,2,(X (X) (X)),0.0105892252,94.43561554,9.287529,0.85602975,recommend,match
9419,9419,941,Style publication year 2015. Style domain songs.,Style 2015,recommend,Have you heard the song Style from 2015?,1,2,(X (X) (X)),0.004357512287,229.488739,5.669791111,0.7751036,recommend,match
9422,9422,942,Wild from album Blue Neighbourhood. Wild domain songs.,Wild Blue Neighbourhood,recommend,Have you heard of Wild from the album Blue Neighbourhood?,1,2,(X (X) (X)),0.007888708257,126.7634659,8.295193507,0.7175721,recommend,match
9433,9433,943,Dog Eat Dog record label Sony Music. Dog Eat Dog domain songs.,Dog Eat Dog Sony Music,recommend,Have you heard Dog Eat Dog by Sony Music?,1,2,(X (X) (X)),0.004830806772,207.0047607,19.64073255,0.9235353,recommend,match
9441,9441,944,I Was Gonna Cancel performer Kylie Minogue. I Was Gonna Cancel domain songs.,I Was Gonna Cancel Kylie Minogue,recommend,Have you heard the song I Was Gonna Cancel by Kylie Minogue?,1,2,(X (X) (X)),0.01812223243,55.18083954,22.99751911,0.8673001,recommend,match
9458,9458,945,Money for Nothing producer Mark Knopfler. Money for Nothing domain songs.,Money For Nothing Mark Knopfler,recommend," Have you heard of Money for Nothing, produced by Mark Knopfler?",1,2,(X (X) (X)),0.01773238976,56.39397812,7.347053126,0.88587296,recommend,match
9462,9462,946,The Way I Are publication year 2017. The Way I Are domain songs.,The Way I Are 2017,recommend,Have you heard of The Way I Are from 2017?,1,2,(X (X) (X)),0.005728286772,174.5722656,24.808415,0.8298764,recommend,match
9472,9472,947,Macarena producer Los del Río. Macarena domain songs.,Macarena Los Del Río,recommend,Have you heard the song Macarena by Los del Río?,1,2,(X (X) (X)),0.01294976965,77.22145081,4.932351569,0.875104,recommend,match
9488,9488,948,Dragostea Din Tei producer Dan Balan. Dragostea Din Tei domain songs.,Dragostea Din Tei Dan Balan,recommend,Have you heard Dragostea Din Tei produced by Dan Balan?,1,2,(X (X) (X)),0.0008017741602,1247.234009,17.54219848,0.9330135,recommend,match
9491,9491,949,Seven Nation Army performer The White Stripes. Seven Nation Army domain songs.,Seven Nation Army The White Stripes,recommend,Have you heard of Seven Nation Army by The White Stripes?,1,2,(X (X) (X)),0.0146124537,68.43477631,21.20062676,0.90490824,recommend,match
9504,9504,950,I genres hip hop music. I domain songs.,I Hip Hop Music,recommend," Have you heard of the hip hop song ""I""?",1,2,(X (X) (X)),0.01486240382,67.28386688,3.386498568,0.6311004,recommend,match
9517,9517,951,Littlest Things from album Still. Littlest Things domain songs.,Littlest Things Still,recommend,Have you heard the song Littlest Things from the album Still?,1,2,(X (X) (X)),0.008532717822,117.1959534,7.495553473,0.58350986,recommend,match
9527,9527,952,Apple Shampoo producer Mark Trombino. Apple Shampoo domain songs.,Apple Shampoo Mark Trombino,recommend,Have you heard Apple Shampoo produced by Mark Trombino?,1,2,(X (X) (X)),0.003968689645,251.9723358,11.86840522,0.90246814,recommend,match
9536,9536,953,Bitter Sweet Symphony genres alternative rock. Bitter Sweet Symphony domain songs.,Bitter Sweet Symphony Alternative Rock,recommend,Have you heard the alternative rock song Bitter Sweet Symphony?,1,2,(X (X) (X)),0.00597963788,167.2342072,13.95079697,0.882553,recommend,match
9547,9547,954,I Still... producer Max Martin. I Still... domain songs.,I Still... Max Martin,recommend,Have you heard the song I Still... by Max Martin?,1,2,(X (X) (X)),0.005318950351,188.007019,30.57690288,0.79298687,recommend,match
9557,9557,955,Kings of the Wild Frontier performer Adam and the Ants. Kings of the Wild Frontier domain songs.,Kings Of The Wild Frontier Adam And The Ants,recommend,Have you heard of Kings of the Wild Frontier by Adam and the Ants?,1,2,(X (X) (X)),0.007957745363,125.6637344,6.608973813,0.92178774,recommend,match
9564,9564,956,Mr. Brightside producer The Killers. Mr. Brightside domain songs.,Mr. Brightside The Killers,recommend,Have you heard the song Mr. Brightside by The Killers?,1,2,(X (X) (X)),0.03016979255,33.14573669,15.85116569,0.7867793,recommend,match
9570,9570,957,As It Was producer Kid Harpoon. As It Was domain songs.,As It Was Kid Harpoon,recommend," Have you heard of As It Was, which was produced by Kid Harpoon?",1,2,(X (X) (X)),0.00831366635,120.2838745,12.30068629,0.75719243,recommend,match
9581,9581,958,Mr. Brightside genres indie rock. Mr. Brightside domain songs.,Mr. Brightside Indie Rock,recommend,Have you heard the indie rock song Mr. Brightside?,1,2,(X (X) (X)),0.01856047036,53.87794495,13.95079697,0.81606334,recommend,match
9596,9596,959,"Blurred Lines performer T.I., Pharrell Williams. Blurred Lines domain songs.","Blurred Lines T.I., Pharrell Williams",recommend,Have you heard Blurred Lines by T.I. and Pharrell Williams?,1,2,(X (X) (X)),0.02698308606,37.06025314,24.02211086,0.9064763,recommend,match
9602,9602,960,Mad Love performer Mabel. Mad Love domain songs.,Mad Love Mabel,recommend,Have you heard of Mad Love by Mabel?,1,2,(X (X) (X)),0.006224801621,160.6476898,10.55267032,0.86674905,recommend,match
9615,9615,961,Evolution from album Untitled Korn album. Evolution domain songs.,Evolution Untitled Korn Album,recommend,Have you heard Evolution from the Untitled Korn album?,1,2,(X (X) (X)),0.003628825062,275.5712891,9.287529,0.9154524,recommend,match
9623,9623,962,Money for Nothing performer Dire Straits. Money for Nothing domain songs.,Money For Nothing Dire Straits,recommend,Have you heard Money for Nothing by Dire Straits?,1,2,(X (X) (X)),0.008026861866,124.5816879,9.980099404,0.8372425,recommend,match
9634,9634,963,Matador genres candombe. Matador domain songs.,Matador Candombe,recommend," Have you heard of Matador, a candombe song? I think you'll like it.",1,2,(X (X) (X)),0.01057627088,94.55128479,2.445593937,0.75970554,recommend,match
9647,9647,964,Kings of the Wild Frontier publication year 1980. Kings of the Wild Frontier domain songs.,Kings Of The Wild Frontier 1980,recommend,Have you heard of Kings of the Wild Frontier from 1980?,1,2,(X (X) (X)),0.004806859045,208.0360565,8.054496385,0.896681,recommend,match
9652,9652,965,Cold Heart genres disco. Cold Heart domain songs.,Cold Heart Disco,recommend,Have you heard of the disco song Cold Heart?,1,2,(X (X) (X)),0.006276188093,159.3323822,8.392229813,0.7938975,recommend,match
9669,9669,966,Hold My Hand publication year 2022. Hold My Hand domain songs.,Hold My Hand 2022,recommend,Have you heard of Hold My Hand that was released in 2022?,1,2,(X (X) (X)),0.008171384109,122.3782883,12.35622127,0.80461884,recommend,match
9671,9671,967,Blurred Lines producer Pharrell Williams. Blurred Lines domain songs.,Blurred Lines Pharrell Williams,recommend,Have you heard of the song Blurred Lines by Pharrell Williams?,1,2,(X (X) (X)),0.03689810394,27.10166359,9.578464409,0.8837688,recommend,match
9687,9687,968,King of Sorrow performer Sade. King of Sorrow domain songs.,King Of Sorrow Sade,recommend,Have you heard of the song King of Sorrow by Sade?,1,2,(X (X) (X)),0.01350165351,74.06500244,4.456882761,0.8431788,recommend,match
9697,9697,969,Feel Again from album Native. Feel Again domain songs.,Feel Again Native,recommend,Have you heard the song Feel Again from the album Native?,1,2,(X (X) (X)),0.004745865273,210.7097321,7.495553473,0.6338301,recommend,match
9703,9703,970,Every Breath You Take genres pop rock. Every Breath You Take domain songs.,Every Breath You Take Pop Rock,recommend,Have you heard the pop rock song Every Breath You Take?,1,2,(X (X) (X)),0.02002949442,49.92637253,21.20062676,0.8179792,recommend,match
9719,9719,971,Somebody That I Used to Know publication year 2011. Somebody That I Used to Know domain songs.,Somebody That I Used To Know 2011,recommend,Have you heard of Somebody That I Used to Know from 2011?,1,2,(X (X) (X)),0.01207407012,82.82211304,21.40160303,0.852542,recommend,match
9721,9721,972,We Are the World genres pop music. We Are the World domain songs.,We Are The World Pop Music,recommend," Have you heard We Are the World, a pop music song?",1,2,(X (X) (X)),0.0109601458,91.23966217,6.837203339,0.79589283,recommend,match
9731,9731,973,Macarena publication year 1993. Macarena domain songs.,Macarena 1993,recommend,Have you heard of Macarena from 1993?,1,2,(X (X) (X)),0.008836935575,113.1613998,6.567274736,0.8620479,recommend,match
