,Unnamed: 0,index,mr_new,pseudo_mr,da,text,,,num_hops,num_triples,shape,LM_prob,PPL,pseudo_bleu,scores,pred,criteria,da_acc
7814,7814,781,Old Town Road genre country music. Steven Seagal genre country music. Old Town Road producer Trent Reznor. Old Town Road producer Atticus Ross. Old Town Road genre country rap. Old Town Road part of 7. Old Town Road publication date 2018.,Old Town Road Steven Seagal country music Trent Reznor Atticus Ross country rap 7 2018,inform," Old Town Road is a country rap song produced by Trent Reznor and Atticus Ross, part of 7 released in 2018. Steven Seagal is also a country music artist.",29,29,2,7,(X (X) (X) (X) (X) (X) (X (X))),0.01419589143,70.44291687,8.83145163,0.9095939,inform,match_scores,1
7822,7822,782,Habibi (I Need Your Love) genre reggaeton. Las Guanábanas genre reggaeton. Habibi (I Need Your Love) performer Mohombi. Habibi (I Need Your Love) record label Sony Music. Habibi (I Need Your Love) publication date 2014. Makano genre reggaeton. Josenid genre reggaeton.,Habibi (I Need Your Love) Las Guanábanas reggaeton Mohombi Sony Music 2014 Makano Josenid,inform," Habibi (I Need Your Love) is a reggaeton song by Mohombi released in 2014 by Sony Music. Other notable reggaeton artists include Las Guanábanas, Makano, and Josenid.",27,27,2,7,(X (X) (X) (X) (X (X) (X) (X))),0.00900492773,111.0503082,22.59556861,0.9119099,inform,match_scores,1
7831,7831,783,Mr. Brightside rating excellent. Mr. Brightside publication date 2003.,Mr. Brightside excellent 2003,give_opinion,Mr. Brightside from 2003 is an excellent song that still sounds great today.,13,13,2,2,(X (X (X))),0.004699786912,212.7756042,11.11492478,0.7904753,give_opinion,match_scores,1
7842,7842,784,Waka Waka (This Time for Africa) producer Shakira. Shakira genre rock music. Waka Waka (This Time for Africa) part of Listen Up! The Official 2010 FIFA World Cup Album. Waka Waka (This Time for Africa) genre pop music. Shakira record label Epic Records.,Waka Waka (This Time for Africa) Shakira rock music Listen Up! The Official 2010 FIFA World Cup Album pop music Epic Records,inform," Waka Waka (This Time for Africa) is a pop and rock music song produced by Shakira, and part of the Listen Up! The Official 2010 FIFA World Cup Album, released by Epic Records.",33,33,2,5,(X (X) (X) (X (X) (X))),0.01495577576,66.86380005,43.78850822,0.9406971,inform,match_scores,1
7852,7852,785,Lose Yourself performer Eminem. Eminem genre hip hop music. Lose Yourself genre rap rock. Lose Yourself record label Interscope Records. Lose Yourself record label Aftermath Entertainment. Eminem part of Bad Meets Evil. Eminem genre horrorcore.,Lose Yourself Eminem hip hop music rap rock Interscope Records Aftermath Entertainment Bad Meets Evil horrorcore,inform," Eminem is a hip hop and horrorcore artist, part of the group Bad Meets Evil. His rap rock song Lose Yourself was released by Interscope Records and Aftermath Entertainment.",29,29,2,7,(X (X) (X) (X) (X (X) (X) (X))),0.0216766403,46.13261032,8.83145163,0.89333934,inform,match_scores,1
7868,7868,786,Feel Again genre pop music. Maria von Trapp genre pop music. Feel Again record label Interscope Records. Feel Again publication date 2012. Native tracklist Feel Again. Mandy Capristo genre pop music. Jasmin Tabatabai genre pop music.,Feel Again Maria von Trapp pop music Interscope Records 2012 Native Mandy Capristo Jasmin Tabatabai,inform," Feel Again is a 2012 pop song by Interscope Records, featuring Maria von Trapp, Mandy Capristo and Jasmin Tabatabai.",19,19,2,7,(X (X) (X) (X) (X (X) (X) (X))),0.01321353993,75.6799469,12.20842835,0.93953204,inform,match_scores,1
7870,7870,787,"Money, Cash, Hoes producer Swizz Beatz. Swizz Beatz genre hip hop music. Money, Cash, Hoes publication date 1998. ","Money, Cash, Hoes Swizz Beatz hip hop music 1998",inform," Money, Cash, Hoes is a hip hop song from 1998 produced by Swizz Beatz.",14,14,2,3,(X (X) (X (X))),0.01305018375,76.62727356,28.17595049,0.9204927,inform,match_scores,1
7880,7880,788,Waka Waka (This Time for Africa) producer Shakira. Shakira record label Columbia Records.,Waka Waka (This Time for Africa) Shakira Columbia Records,suggest," Are you familiar with Columbia Records' songs, like Waka Waka (This Time for Africa) by Shakira?",16,16,2,2,(X (X (X))),0.01017334156,98.29611969,36.6588273,0.92809117,suggest,match_scores,1
7891,7891,789,Macarena rating excellent. Macarena genre Eurodance.,Macarena excellent Eurodance,verify_attribute,You love Macarena. Do you think other Eurodance songs are just as great?,13,13,2,2,(X (X (X))),0.01017757173,98.25526428,3.125190764,0.74550587,verify_attribute,match_scores,1
7903,7903,790,Break My Soul genre house music. Homework genre house music. Break My Soul producer The-Dream. Auld Lang Syne genre house music.,Break My Soul Homework house music The-Dream Auld Lang Syne,inform," Break My Soul is a house music track produced by The-Dream, alongside other house music such as Homework and Auld Lang Syne.",22,22,2,4,(X (X) (X (X) (X))),0.01632379478,61.26026535,11.83306466,0.85811824,inform,match_scores,1
7915,7915,791,Somebody That I Used to Know performer Kimbra. Kimbra genre rhythm and blues. Somebody That I Used to Know genre art pop. Somebody That I Used to Know record label Universal Music Group. The Golden Echo performer Kimbra. Cameo Lover performer Kimbra.,Somebody That I Used to Know Kimbra rhythm and blues art pop Universal Music Group The Golden Echo Cameo Lover,inform," Kimbra is a rhythm and blues artist whose works include Somebody That I Used to Know, an art pop song released by Universal Music Group, as well as The Golden Echo and Cameo Lover.",34,34,2,6,(X (X) (X) (X (X) (X) (X))),0.01558922617,64.14686584,24.22620368,0.89088637,inform,match_scores,1
7921,7921,792,Take My Breath Away record label Geffen Records. Geffen Records genre various genre. Take My Breath Away part of Top Gun – Original Motion Picture Soundtrack.,Take My Breath Away Geffen Records various genre Top Gun – Original Motion Picture Soundtrack,inform," Take My Breath Away, released by Geffen Records, is part of the various genre Top Gun – Original Motion Picture Soundtrack.",21,21,2,3,(X (X) (X (X))),0.01172507721,85.28728485,45.9206472,0.9475366,inform,match_scores,1
7931,7931,793,Macarena rating excellent. Macarena part of A mí me gusta.,Macarena excellent A mí me gusta,verify_attribute,"
You love Macarena which is part of A mí me gusta. Do you think all the songs from A mí me gusta are great?",24,24,2,2,(X (X (X))),0.02378409805,42.04489899,9.562406574,0.814073,verify_attribute,match_scores,1
7943,7943,794,Take My Breath Away producer Giorgio Moroder. Giorgio Moroder genre disco. Take My Breath Away record label Columbia Records. Giorgio Moroder genre electronic dance music.,Take My Breath Away Giorgio Moroder disco Columbia Records electronic dance music,inform," Giorgio Moroder, a disco and electronic dance music producer, released Take My Breath Away on Columbia Records.",17,17,2,4,(X (X) (X (X) (X))),0.02518058345,39.71313858,21.57614636,0.92121273,inform,match_scores,1
7950,7950,795,Stargazing genre electronic dance music. Play Hard genre electronic dance music. Stargazing producer Kygo. Stargazing publication date 2017. Stargazing performer Justin Jesso. Stargazing record label Sony Music. Fungus Amongus record label Sony Music.,Stargazing Play Hard electronic dance music Kygo 2017 Justin Jesso Fungus Amongus Sony Music,inform," Stargazing, a 2017 electronic dance music single by Justin Jesso and produced by Kygo, was released on Sony Music, as was the album Fungus Amongus.",25,25,2,7,(X (X) (X) (X) (X (X)) (X (X))),0.009530061078,104.9311218,8.517399705,0.8798051,inform,match_scores,1
7968,7968,796,Take My Breath Away producer Giorgio Moroder. Giorgio Moroder genre disco. Take My Breath Away genre synth-pop. Take My Breath Away record label Columbia Records. Giorgio Moroder record label Philips Records. Giorgio Moroder record label London.,Take My Breath Away Giorgio Moroder disco synth-pop Columbia Records Philips Records London,inform," Take My Breath Away is a synth-pop song produced by Giorgio Moroder, a disco artist from Philips Records and London. It was released by Columbia Records.",26,26,2,6,(X (X) (X) (X (X) (X) (X))),0.02544204071,39.30502319,12.86198102,0.8968989,inform,match_scores,1
7971,7971,797,"Right Here, Right Now genre disco. Shame, Shame, Shame genre disco. Right Here, Right Now part of Déjà Vu. Right Here, Right Now genre funk. Right Here, Right Now genre electro. Right Here, Right Now performer Giorgio Moroder. disco part of African-American music. ","Right Here, Right Now Shame, Shame, Shame disco Déjà Vu funk electro Giorgio Moroder African-American music",inform," Right Here, Right Now is a disco, funk, and electro song by Giorgio Moroder, part of his album Déjà Vu. Disco is part of African-American music, and Shame, Shame, Shame is another example of disco.",35,35,2,7,(X (X) (X) (X) (X) (X (X) (X))),0.02751630364,36.34209061,19.80846453,0.85077167,inform,match_scores,1
7981,7981,798,Stargazing genre electronic dance music. Michael Simon genre electronic dance music. Stargazing producer Kygo. Good Weather Forecast genre electronic dance music.,Stargazing Michael Simon electronic dance music Kygo Good Weather Forecast,inform," Kygo produced Stargazing, an electronic dance music, as well as Michael Simon's Good Weather Forecast.",15,15,2,4,(X (X) (X (X) (X))),0.004361586546,229.2743683,14.87964117,0.9508792,inform,match_scores,1
7995,7995,799,Somebody That I Used to Know record label Universal Music Group. Aerosmith record label Universal Music Group.,Somebody That I Used to Know Aerosmith Universal Music Group,recommend,Have you heard of Somebody That I Used to Know by Universal Music Group? Aerosmith is also with Universal Music Group.,21,21,2,2,(X (X (X))),0.02451560122,40.79035187,26.51229802,0.87641627,recommend,match_scores,1
8003,8003,800,Troye Sivan rating excellent. Blue Neighbourhood performer Troye Sivan.,Troye Sivan Blue Neighbourhood excellent,request_explanation,What do you like about Troye Sivan's Blue Neighbourhood that makes it so excellent?,14,14,2,2,(X (X (X))),0.01752395285,57.06475067,6.250381528,0.89395773,request_explanation,match_scores_PPL,1
8012,8012,801,Get Up! genre dubstep. Lights genre dubstep. Get Up! publication date 2011. Get Up! performer Skrillex. Scary Monsters and Nice Sprites genre dubstep.,Get Up! Lights dubstep 2011 Skrillex Scary Monsters and Nice Sprites,inform," Get Up! is a 2011 dubstep single by Skrillex, alongside Lights and Scary Monsters and Nice Sprites.",17,17,2,5,(X (X) (X) (X (X) (X))),0.009265216686,107.9305573,26.52951833,0.94254565,inform,match_scores,1
8024,8024,802,Seven Nation Army rating excellent. Seven Nation Army record label XL Recordings. Seven Nation Army producer Jack White.,Seven Nation Army excellent XL Recordings Jack White,give_opinion," Seven Nation Army by Jack White, released by XL Recordings, is an excellent track that I highly recommend.",18,18,2,3,(X (X) (X (X))),0.01682151175,59.44768906,10.27332782,0.86649567,give_opinion,match_scores,1
8035,8035,803,For a Friend genre pop music. Crazy in Love genre pop music.,For a Friend Crazy in Love pop music,inform,For a Friend and Crazy in Love are pop music songs.,11,11,2,2,(X (X (X))),0.001669338178,599.0397949,24.0885627,0.8581095,inform,match_scores_PPL,1
8048,8048,804,Dog Eat Dog genre new wave. Marian Gold genre new wave. Dog Eat Dog record label Sony Music. Vince Clarke genre new wave.,Dog Eat Dog Marian Gold new wave Sony Music Vince Clarke,inform," Dog Eat Dog is a new wave song released by Sony Music, performed by Marian Gold and composed by Vince Clarke.",21,21,2,4,(X (X) (X (X) (X))),0.007690553783,130.0296478,11.16293853,0.8947365,inform,match_scores,1
8056,8056,805,Mr. Brightside record label Island Records. Island Records genre reggae. Mr. Brightside publication date 2003. Mr. Brightside producer The Killers. Avicii record label Island Records.,Mr. Brightside Island Records reggae 2003 The Killers Avicii,inform,Mr. Brightside is a reggae song released in 2003 by The Killers on Island Records. Avicii is also signed to Island Records.,22,22,2,5,(X (X) (X) (X (X) (X))),0.01774235948,56.36228943,9.009113474,0.86217666,inform,match_scores,1
8066,8066,806,Sweet Home Alabama genre rock music. Jon Bon Jovi genre rock music. Sweet Home Alabama publication date 1974. Second Helping tracklist Sweet Home Alabama. Sweet Home Alabama performer Lynyrd Skynyrd. Sweet Home Alabama record label MCA Records.,Sweet Home Alabama Jon Bon Jovi rock music 1974 Second Helping Lynyrd Skynyrd MCA Records,inform," Sweet Home Alabama by Lynyrd Skynyrd is a rock music song from their 1974 album Second Helping, released by MCA Records. Jon Bon Jovi is another rock artist.",28,28,2,6,(X (X) (X) (X) (X) (X (X))),0.02243491159,44.57338715,11.22756472,0.91348577,inform,match_scores,1
8072,8072,807,Evolution genre nu metal. Iowa genre nu metal. Evolution performer Korn. Significant Other genre nu metal.,Evolution Iowa nu metal Korn Significant Other,inform," Korn's Evolution is a nu metal song, as well as Iowa and Significant Other by the same artist.",18,18,2,4,(X (X) (X (X) (X))),0.004120519408,242.687851,5.993031481,0.8430667,inform,match,1
8086,8086,808,"Viva la Vida genre baroque pop. For Emma, Forever Ago genre baroque pop. Viva la Vida publication date 2008. Viva la Vida performer Coldplay. Coldplay genre post-Britpop. Alexander Rybak genre baroque pop. ","Viva la Vida For Emma, Forever Ago baroque pop 2008 Coldplay post-Britpop Alexander Rybak",inform," Viva la Vida, a baroque pop song released in 2008 by Coldplay, a post-Britpop band, is similar to For Emma, Forever Ago by Alexander Rybak.",25,25,2,6,(X (X) (X (X)) (X (X) (X))),0.02021256877,49.47416687,19.54598433,0.92051935,inform,match_scores,1
8096,8096,809,Somebody That I Used to Know rating excellent. Somebody That I Used to Know publication date 2011.,Somebody That I Used to Know excellent 2011,verify_attribute,You love Somebody That I Used to Know from 2011. Do you think other songs from that time period are as great?,22,22,2,2,(X (X (X))),0.01831159653,54.61020279,20.14499015,0.5556781,verify_attribute,match_scores,1
8108,8108,810,Mad Love genre electropop. Giuni Russo genre electropop.,Mad Love Giuni Russo electropop,inform,Mad Love is an electropop song by Giuni Russo.,9,9,2,2,(X (X (X))),0.002188977834,456.8342285,12.54931062,0.936446,inform,match_scores_PPL,1
8119,8119,811,Wild genre synth-pop. Marina Diamandis genre synth-pop. Wild part of Wild. Wild performer Troye Sivan. Blue Neighbourhood performer Troye Sivan. Gary Numan genre synth-pop.,Wild Marina Diamandis synth-pop Blue Neighbourhood Troye Sivan Gary Numan,inform,Wild is a synth-pop song by Troye Sivan from his album Wild. Other notable synth-pop artists include Marina Diamandis and Gary Numan.,22,22,2,6,(X (X) (X (X)) (X (X) (X))),0.02485838032,40.22788239,5.856458233,0.8142618,inform,match_scores_PPL,1
