,Unnamed: 0,index,mr_new,da,text,num_hops,num_triples,shape,pseudo_mr,pred,probs,LM_prob,PPL,pseudo_bleu,scores,criteria,
32243,32243,1891,"Wolf Hall genre drama television series. Prison Break genre drama television series. Wolf Hall characters Thomas Boleyn, 1st Earl of Wiltshire. Wolf Hall characters Mary Boleyn. Tomorrow will be better genre drama television series. CSI: Crime Scene Investigation genre drama television series. drama television series domain tv.",inform," Wolf Hall is a drama television series featuring characters Thomas Boleyn, 1st Earl of Wiltshire, Mary Boleyn, Prison Break is a drama television series, and Tomorrow will be better and CSI: Crime Scene Investigation are also drama television series.",2,5,(X (X) (X) (X (X) (X) (X))),"Wolf Hall drama television series Prison Break | Wolf Hall Thomas Boleyn, 1st Earl of Wiltshire | Wolf Hall Mary Boleyn | drama television series Tomorrow will be better | drama television series CSI: Crime Scene Investigation",inform,0.99155843,0.01794492838,55.72605133,36.29616225,0.8809006,match_scores,
32253,32253,1892,Black Earth Rising genre drama. Combat Hospital genre drama. Black Earth Rising cast member Michaela Coel. Black Earth Rising cast member Olivier Rabourdin. Three Brothers genre drama. Zsuzsa Bánk genre drama. drama domain tv.,inform," Black Earth Rising is a drama starring Michaela Coel and Olivier Rabourdin, while Combat Hospital, Three Brothers, and Zsuzsa Bánk are all dramas.",2,5,(X (X) (X) (X (X) (X) (X))),Black Earth Rising drama Combat Hospital | Black Earth Rising Michaela Coel | Black Earth Rising Olivier Rabourdin | drama Three Brothers | drama Zsuzsa Bánk,inform,0.98197895,0.005657877629,176.7447205,10.38548851,0.8076588,match_scores,
32259,32259,1893,Devils genre financial thriller. Bonus Time genre financial thriller. Devils cast member Kasia Smutniak. Devils cast member Lars Mikkelsen. A Calculated Risk genre financial thriller. http://www.wikidata.org/entity/Q21004416 genre financial thriller. financial thriller domain tv.,inform," Devils, Bonus Time, and A Calculated Risk are financial thrillers starring Kasia Smutniak and Lars Mikkelsen.",2,5,(X (X) (X) (X (X) (X) (X))),Devils financial thriller Bonus Time | Devils Kasia Smutniak | Devils Lars Mikkelsen | financial thriller A Calculated Risk | financial thriller http://www.wikidata.org/entity/Q21004416,inform,0.99570847,0.004151728654,240.8635254,5.773110793,0.70193005,match_scores_PPL,
32268,32268,1894,Lonesome Dove genre television series based on a novel. True Blood genre television series based on a novel. Lonesome Dove cast member Anjelica Huston. Lonesome Dove cast member Barry Corbin. Longmire genre television series based on a novel. Buck Rogers in the 25th Century genre television series based on a novel. television series based on a novel domain tv.,inform," Lonesome Dove is a television series based on a novel starring Anjelica Huston and Barry Corbin. True Blood, Longmire, and Buck Rogers in the 25th Century are also television series based on novels.",2,5,(X (X) (X) (X (X) (X) (X))),Lonesome Dove television series based on a novel True Blood | Lonesome Dove Anjelica Huston | Lonesome Dove Barry Corbin | television series based on a novel Longmire | television series based on a novel Buck Rogers in the 25th Century,inform,0.9914863,0.03882366993,25.75748253,33.54799163,0.8623025,match_scores,
32280,32280,1895,My Country: The New Age genre romance television series. Friends genre romance television series. My Country: The New Age cast member Woo Do-hwan. My Country: The New Age cast member Kim Yeong-cheol. Fearless Heart genre romance television series. Forward Forever genre romance television series. romance television series domain tv.,inform," My Country: The New Age, Friends, Fearless Heart, and Forward Forever are all romance television series starring Woo Do-hwan and Kim Yeong-cheol.",2,5,(X (X) (X) (X (X) (X) (X))),My Country: The New Age romance television series Friends | My Country: The New Age Woo Do-hwan | My Country: The New Age Kim Yeong-cheol | romance television series Fearless Heart | romance television series Forward Forever,inform,0.9920975,0.007768187131,128.7301636,17.90450304,0.8014322,match_scores_PPL,
32285,32285,1896,The Virgin Queen genre docudrama. Criminal Love genre docudrama. The Virgin Queen characters Francis Bacon. The Virgin Queen characters Thomas Wyatt. House of Saddam genre docudrama. Ancient Rome: The Rise and Fall of an Empire genre docudrama. docudrama domain tv.,inform," The Virgin Queen, Criminal Love, House of Saddam, and Ancient Rome: The Rise and Fall of an Empire are all docudramas featured on tv. The Virgin Queen stars Francis Bacon and Thomas Wyatt.",2,5,(X (X) (X) (X (X) (X) (X))),The Virgin Queen docudrama Criminal Love | The Virgin Queen Francis Bacon | The Virgin Queen Thomas Wyatt | docudrama House of Saddam | docudrama Ancient Rome: The Rise and Fall of an Empire,inform,0.9793261,0.01019065969,98.1290741,36.39885335,0.84371346,match_scores,
32295,32295,1897,Self Made: Inspired by the Life of Madam C. J. Walker genre drama film. Manifest genre drama film. Self Made: Inspired by the Life of Madam C. J. Walker genre biographical film. Self Made: Inspired by the Life of Madam C. J. Walker cast member Garrett Morris. Jane the Virgin genre drama film. Code Geass genre drama film. drama film domain tv.,inform," Self Made: Inspired by the Life of Madam C. J. Walker is a biographical drama film starring Garrett Morris. Manifest and Jane the Virgin are also drama films, as is Code Geass.",2,5,(X (X) (X) (X (X) (X) (X))),Self Made: Inspired by the Life of Madam C. J. Walker drama film Manifest | Self Made: Inspired by the Life of Madam C. J. Walker biographical film | Self Made: Inspired by the Life of Madam C. J. Walker Garrett Morris | drama film Jane the Virgin | drama film Code Geass,inform,0.98562694,0.01049248442,95.30631256,23.88149032,0.8189156,match_scores,
32306,32306,1898,Romulus genre drama television series. Prison Break genre drama television series. Romulus cast member Corrado Invernizzi. Romulus characters Amulius. Downton Abbey genre drama television series. CSI: Crime Scene Investigation genre drama television series. drama television series domain tv.,inform," Romulus is a drama television series starring Corrado Invernizzi and Amulius. Other drama television series include Prison Break, Downton Abbey, and CSI: Crime Scene Investigation.",2,5,(X (X) (X) (X (X) (X) (X))),Romulus drama television series Prison Break | Romulus Corrado Invernizzi | Romulus Amulius | drama television series Downton Abbey | drama television series CSI: Crime Scene Investigation,inform,0.99187416,0.0216050563,46.28546143,23.7424925,0.86358404,match_scores,
32319,32319,1899,Father Ted genre sitcom. Friends genre sitcom. Father Ted cast member Gerard Murphy. Father Ted cast member Kevin McKidd. Ein Herz und eine Seele genre sitcom. George and Mildred genre sitcom. sitcom domain tv.,inform,Father Ted and Friends are sitcoms starring Gerard Murphy and Kevin McKidd. Ein Herz und eine Seele and George and Mildred are also sitcoms.,2,5,(X (X) (X) (X (X) (X) (X))),Father Ted sitcom Friends | Father Ted Gerard Murphy | Father Ted Kevin McKidd | sitcom Ein Herz und eine Seele | sitcom George and Mildred,inform,0.9890753,0.003957081701,252.7114868,23.42301682,0.8349631,match_scores,
32330,32330,1900,Cougar Town genre American television sitcom. Friends genre American television sitcom. Cougar Town cast member Wendi McLendon-Covey. Cougar Town cast member Steve Valentine. Hannah Montana genre American television sitcom. I Dream of Jeannie genre American television sitcom. American television sitcom domain tv.,inform," Cougar Town is an American television sitcom starring Wendi McLendon-Covey and Steve Valentine. Other American television sitcoms include Friends, Hannah Montana, and I Dream of Jeannie.",2,5,(X (X) (X) (X (X) (X) (X))),Cougar Town American television sitcom Friends | Cougar Town Wendi McLendon-Covey | Cougar Town Steve Valentine | American television sitcom Hannah Montana | American television sitcom I Dream of Jeannie,inform,0.9907934,0.02176837126,45.93820953,16.92731897,0.8874586,match_scores,
32333,32333,1901,My Love from the Star genre romance film. Dal-ja's Spring genre romance film. My Love from the Star cast member Bae Suzy. My Love from the Star cast member Yoo In-na. Rooftop Prince genre romance film. Stairway to Heaven genre romance film. romance film domain tv.,inform," My Love from the Star is a romance film starring Bae Suzy and Yoo In-na. Dal-ja’s Spring, Rooftop Prince, and Stairway to Heaven are also romance films.",2,5,(X (X) (X) (X (X) (X) (X))),My Love from the Star romance film Dal-ja's Spring | My Love from the Star Bae Suzy | My Love from the Star Yoo In-na | romance film Rooftop Prince | romance film Stairway to Heaven,inform,0.99398357,0.00876306718,114.1152954,17.784161,0.83526945,match_scores,
32344,32344,1902,Houdini genre historical drama. Downton Abbey genre historical drama. Houdini characters Wilhelm II. Houdini characters William Melville. The Day of Days genre historical drama. Jodha Akbar genre historical drama. historical drama domain tv.,inform," Houdini is a historical drama featuring characters Wilhelm II and William Melville. Downton Abbey, The Day of Days, and Jodha Akbar are also historical dramas.",2,5,(X (X) (X) (X (X) (X) (X))),Houdini historical drama Downton Abbey | Houdini Wilhelm II | Houdini William Melville | historical drama The Day of Days | historical drama Jodha Akbar,inform,0.97885793,0.01070495727,93.41466522,14.55749689,0.8206925,match_scores,
32356,32356,1903,The Lord of the Rings: The Rings of Power genre action television series. Supernatural genre action television series. The Lord of the Rings: The Rings of Power cast member Lenny Henry. Lenny Henry award received Commander of the Order of the British Empire. The Lord of the Rings: The Rings of Power cast member Maxim Baldry. Mr. Bean's Holiday cast member Maxim Baldry. The Lord of the Rings: The Rings of Power domain tv.,inform," The Lord of the Rings: The Rings of Power is an action television series featuring Lenny Henry, who has received the Commander of the Order of the British Empire, and Maxim Baldry, also from the cast of Mr. Bean's Holiday.",2,5,(X (X (X)) (X (X)) (X (X))),The Lord of the Rings: The Rings of Power action television series Supernatural | The Lord of the Rings: The Rings of Power Lenny Henry Commander of the Order of the British Empire | The Lord of the Rings: The Rings of Power Maxim Baldry Mr. Bean's Holiday,inform,0.99496174,0.02235639875,44.72992325,39.6230175,0.8227542,match_scores,
32363,32363,1904,The Last Kingdom genre historical drama. Downton Abbey genre historical drama. The Last Kingdom cast member Mirjam Novak. Papillon cast member Mirjam Novak. The Last Kingdom cast member Rutger Hauer. Rutger Hauer award received Golden Calf Culture Prize. The Last Kingdom domain tv.,inform," The Last Kingdom is a historical drama starring Mirjam Novak and Rutger Hauer, who won the Golden Calf Culture Prize.",2,5,(X (X (X)) (X (X)) (X (X))),The Last Kingdom historical drama Downton Abbey | The Last Kingdom Mirjam Novak Papillon | The Last Kingdom Rutger Hauer Golden Calf Culture Prize,inform,0.97871655,0.01512073795,66.13433838,18.74782707,0.78068423,match_scores_PPL,
32373,32373,1905,Twin Peaks screenwriter Tricia Brock. Tricia Brock genre contemporary Christian music. Twin Peaks cast member Mary Jo Deschanel. Pilot cast member Mary Jo Deschanel. Twin Peaks cast member Tony Burton. Rocky V cast member Tony Burton. Twin Peaks domain tv.,inform," Twin Peaks is a contemporary Christian music television series with Mary Jo Deschanel, Tony Burton, and Tricia Brock as cast members.",2,5,(X (X (X)) (X (X)) (X (X))),Twin Peaks Tricia Brock contemporary Christian music | Twin Peaks Mary Jo Deschanel Pilot | Twin Peaks Tony Burton Rocky V,inform,0.9931498,0.008414847244,118.8375702,13.47176685,0.79543746,match_scores,
32388,32388,1906,Twin Peaks genre drama television series. Prison Break genre drama television series. Twin Peaks cast member Mary Jo Deschanel. The Patriot cast member Mary Jo Deschanel. Twin Peaks cast member Tony Burton. Rocky V cast member Tony Burton. Twin Peaks domain tv.,inform,Twin Peaks is a drama television series starring Mary Jo Deschanel and Tony Burton.,2,5,(X (X (X)) (X (X)) (X (X))),Twin Peaks drama television series Prison Break | Twin Peaks Mary Jo Deschanel The Patriot | Twin Peaks Tony Burton Rocky V,inform,0.99016005,0.006249078648,160.0235901,12.97272109,0.78592575,match_scores_PPL,
