mr_new,pseudo_mr,text,da,entity,num_triples,num_hops
dogs specifier anxious. dogs good with other dogs semi friendly to other dogs.,Anxious Semi Friendly To Other Dogs,Do you know of any anxious animals that are semi friendly to other dogs?,request,dogs,2,1
dogs specifier anxious. dogs good with children kid-friendly. dogs barking often barks.,Anxious Kid-Friendly Often Barks,Do you know of any anxious animals that are kid-friendly and often bark?,request,dogs,3,1
dogs specifier playful. dogs good with children very kid-friendly.,Playful Very Kid-Friendly,Do you know of any playful animals that are very kid-friendly?,request,dogs,2,1
dogs specifier loyal. dogs protectiveness alert.,Loyal Alert,Do you know of any loyal animals that are alertly protective?,request,dogs,2,1
dogs specifier loyal. dogs max weight female 110.0.,Loyal 110.0,Do you know of any loyal female animals that weigh up to 110.0?,request,dogs,2,1
dogs specifier aggressive. dogs coat length short coat. dogs protectiveness mainly alert.,Aggressive Short Coat Mainly Alert,Do you know of any aggressive animals with a short coat and mainly alert protectiveness?,request,dogs,3,1
dogs specifier loyal. dogs max height male 26.0.,Loyal 26.0,Do you know of any loyal male animals that are no taller than 26.0?,request,dogs,2,1
dogs specifier stubborn. dogs good with strangers friendly to strangers. dogs max height female 16.0.,Stubborn Friendly To Strangers 16.0,Do you know of any stubborn animals that are friendly to strangers and max out at a height of 16.0 for females?,request,dogs,3,1
dogs specifier playful. dogs coat length short coat. dogs grooming average amount of grooming.,Playful Short Coat Average Amount Of Grooming,Do you know of any playful animals with a short coat that require an average amount of grooming?,request,dogs,3,1
dogs specifier loyal. dogs max height male 11.0. dogs good with strangers most friendly to strangers.,Loyal 11.0 Most Friendly To Strangers,Do you know of any loyal male animals that are 11.0 feet tall and are most friendly to strangers?,request,dogs,3,1
dogs specifier aggressive. dogs protectiveness very alert.,Aggressive Very Alert,Do you know of any aggressive animals that are very alert and protective?,request,dogs,2,1
dogs specifier energetic. dogs coat length long coat.,Energetic Long Coat,Do you know any energetic animals with a long coat?,request,dogs,2,1
dogs specifier loyal. dogs barking bark occasionally. dogs good with other dogs most friendly to other dogs.,Loyal Bark Occasionally Most Friendly To Other Dogs,Do you know of any loyal animals that bark occasionally and are most friendly to other dogs?,request,dogs,3,1
dogs specifier energetic. dogs max height male 30.0. dogs barking sometimes barks.,Energetic 30.0 Sometimes Barks,Do you know of any energetic male animals that are less than 30.0 tall and sometimes bark?,request,dogs,3,1
dogs specifier destructive. dogs max weight male 45.0.,Destructive 45.0,Do you know of any destructive male animals that weigh a maximum of 45.0?,request,dogs,2,1
dogs specifier affectionate. dogs good with children kid-friendly. dogs protectiveness alert.,Affectionate Kid-Friendly Alert,Do you know of any affectionate animals that are kid-friendly and alertly protective?,request,dogs,3,1
dogs specifier anxious. dogs drooling never drools. dogs good with children most kid-friendly.,Anxious Never Drools Most Kid-Friendly,Do you know of any anxious animals that never drool and are the most kid-friendly?,request,dogs,3,1
dogs specifier energetic. dogs max weight female 15.0. dogs good with other dogs friendly to other dogs.,Energetic 15.0 Friendly To Other Dogs,Do you know of any energetic female animals that weigh up to 15.0 and are friendly to other dogs?,request,dogs,3,1
dogs specifier playful. dogs good with strangers friendly to strangers. dogs max weight female 70.0.,Playful Friendly To Strangers 70.0,Do you know of any playful animals that are friendly to strangers and weigh no more than 70.0 pounds?,request,dogs,3,1
dogs specifier anxious. dogs max life expectancy 17. dogs good with other dogs friendly to other dogs.,Anxious 17 Friendly To Other Dogs,Do you know of any anxious animals that have a maximum life expectancy of 17 and are friendly to other dogs?,request,dogs,3,1
dogs specifier stubborn. dogs good with other dogs very friendly to other dogs.,Stubborn Very Friendly To Other Dogs,Do you know of any stubborn animals that are very friendly to other dogs?,request,dogs,2,1
dogs specifier aggressive. dogs playfulness playful. dogs good with strangers friendly to strangers.,Aggressive Playful Friendly To Strangers,Do you know of any aggressive animals that are playful and friendly to strangers?,request,dogs,3,1
dogs specifier stubborn. dogs grooming lots of grooming. dogs playfulness playful.,Stubborn Lots Of Grooming Playful,Do you know of any stubborn animals that need lots of grooming and are playful?,request,dogs,3,1
dogs specifier destructive. dogs good with children most kid-friendly.,Destructive Most Kid-Friendly,Do you know of any destructive animals that are good with children and are considered to be the most kid-friendly?,request,dogs,2,1
dogs specifier stubborn. dogs max weight female 6.0.,Stubborn 6.0,Do you know of any stubborn female animals that weigh up to 6.0?,request,dogs,2,1
dogs specifier affectionate. dogs protectiveness alert. dogs energy .,Affectionate Alert None,Do you know of any affectionate animals that are alert and have no energy?,request,dogs,3,1
dogs specifier playful. dogs max weight female 65.0.,Playful 65.0,Do you know of any playful female animals that weigh up to 65.0 pounds?,request,dogs,2,1
dogs specifier stubborn. dogs max height female 26.0.,Stubborn 26.0,Do you know of any stubborn female animals that have a maximum height of 26.0?,request,dogs,2,1
dogs specifier aggressive. dogs grooming lots of grooming. dogs max height female 16.0.,Aggressive Lots Of Grooming 16.0,Do you know of any aggressive animals that require lots of grooming and have a maximum female height of 16.0?,request,dogs,3,1
dogs specifier intelligent. dogs energy high energy. dogs shedding more than average shedding.,Intelligent High Energy More Than Average Shedding,Do you know of any intelligent animals that have high energy and more than average shedding?,request,dogs,3,1
dogs specifier loyal. dogs barking often barks. dogs max height male 27.0.,Loyal Often Barks 27.0,Do you know of any loyal animals that often bark and have a maximum male height of 27.0?,request,dogs,3,1
dogs specifier loyal. dogs max height male 16.5.,Loyal 16.5,Do you know of any loyal male animals that are at most 16.5 feet tall?,request,dogs,2,1
dogs specifier stubborn. dogs grooming average amount of grooming. dogs max life expectancy 15.,Stubborn Average Amount Of Grooming 15,Do you know of any stubborn animals that require an average amount of grooming and have a maximum life expectancy of 15?,request,dogs,3,1
dogs specifier anxious. dogs coat length short coat. dogs max height male 21.0.,Anxious Short Coat 21.0,Are there any anxious animals with a short coat and a maximum height of 21.0 for males?,request,dogs,3,1
dogs specifier anxious. dogs max weight male 40.0. dogs protectiveness mainly alert.,Anxious 40.0 Mainly Alert,"Do you know of any anxious animals with a maximum weight of 40.0 for males, who are mainly alert and protective?",request,dogs,3,1
dogs specifier aggressive. dogs trainability trainable.,Aggressive Trainable,Do you know of any aggressive animals that are trainable?,request,dogs,2,1
dogs specifier destructive. dogs shedding more than average shedding.,Destructive More Than Average Shedding,Do you know of any destructive animals that shed more than average?,request,dogs,2,1
dogs specifier playful. dogs max life expectancy 15. dogs max weight male 53.0.,Playful 15 53.0,Can you think of any playful animals with a maximum life expectancy of 15 and a maximum weight of 53.0 lbs (male) for their species?,request,dogs,3,1
dogs specifier intelligent. dogs max height male 10.0.,Intelligent 10.0,Do you know of any intelligent male animals who are no taller than 10.0 feet and specialize in animals?,request,dogs,2,1
dogs specifier affectionate. dogs coat length short coat.,Affectionate Short Coat,Do you know of an affectionate animal with a short coat?,request,dogs,2,1
dogs specifier stubborn. dogs drooling sometimes drool.,Stubborn Sometimes Drool,Do you know of any stubborn animals that sometimes drool?,request,dogs,2,1
dogs specifier aggressive. dogs max height male 28.0.,Aggressive 28.0,Are there any aggressive male animals that have a maximum height of 28.0?,request,dogs,2,1
dogs specifier loyal. dogs trainability very difficult to train.,Loyal Very Difficult To Train,Do you know of a loyal animal that is very difficult to train?,request,dogs,2,1
dogs specifier destructive. dogs max weight male 15.0.,Destructive 15.0,Do you know of any destructive male animals that weigh up to 15.0?,request,dogs,2,1
dogs specifier needy. dogs coat length short coat.,Needy Short Coat,Is there a needy animal with a short coat?,request,dogs,2,1
dogs specifier loyal. dogs playfulness serious and stern. dogs good with children not kid-friendly.,Loyal Serious And Stern Not Kid-Friendly,"Do you know of any loyal animals that are serious and stern, but not kid-friendly?",request,dogs,3,1
dogs specifier affectionate. dogs good with other dogs friendly to other dogs. dogs grooming lots of grooming.,Affectionate Friendly To Other Dogs Lots Of Grooming,"Do you know of any affectionate animals that are good with other dogs, friendly to other dogs, and require lots of grooming?",request,dogs,3,1
dogs specifier loyal. dogs max height male 10.0.,Loyal 10.0,Do you know of any loyal male animals of a maximum height of 10.0?,request,dogs,2,1
dogs specifier energetic. dogs max weight male 130.0. dogs max height male 30.0.,Energetic 130.0 30.0,Do you know of any energetic male animals who weigh 130.0 pounds or less and are 30.0 inches tall or less?,request,dogs,3,1
dogs specifier stubborn. dogs shedding average shedding. dogs good with other dogs very friendly to other dogs.,Stubborn Average Shedding Very Friendly To Other Dogs,Are you familiar with any stubborn animals that have average shedding and are very friendly to other dogs?,request,dogs,3,1
dogs specifier needy. dogs drooling never drools. dogs max life expectancy 16.,Needy Never Drools 16,Do you know of any needy animals that never drool and have a maximum life expectancy of 16?,request,dogs,3,1
dogs specifier anxious. dogs drooling never drools. dogs max weight male 11.0.,Anxious Never Drools 11.0,Do you know of any anxious male animals that never drool and weigh up to 11.0?,request,dogs,3,1
dogs specifier destructive. dogs energy more energy. dogs ratings okay.,Destructive More Energy Okay,Do you know of any destructive animals that have more energy and are rated okay?,request,dogs,3,1
dogs specifier needy. dogs protectiveness alert. dogs good with strangers friendly to strangers.,Needy Alert Friendly To Strangers,Do you know of any needy animals that are alert and friendly to strangers?,request,dogs,3,1
dogs specifier intelligent. dogs ratings excellent.,Intelligent Excellent,Do you know of any intelligent animals that have an excellent rating?,request,dogs,2,1
dogs specifier playful. dogs shedding average shedding. dogs coat length short coat.,Playful Average Shedding Short Coat,Do you know of any playful animals that have average shedding and a short coat?,request,dogs,3,1
dogs specifier anxious. dogs max life expectancy 15. dogs good with strangers friendly to strangers.,Anxious 15 Friendly To Strangers,Do you know of any anxious animals with a max life expectancy of 15 that are friendly to strangers?,request,dogs,3,1
dogs specifier energetic. dogs protectiveness very alert. dogs max height male 21.0.,Energetic Very Alert 21.0,Do you know of any energetic animals that are very alert and have a maximum male height of 21.0?,request,dogs,3,1
dogs specifier needy. dogs coat length short coat. dogs shedding no shedding.,Needy Short Coat No Shedding,Do you know of any needy animals that have a short coat and don't shed?,request,dogs,3,1
dogs specifier energetic. dogs energy more energy. dogs coat length short coat.,Energetic More Energy Short Coat,Do you know of any energetic animals that have more energy and a short coat?,request,dogs,3,1
